"Optimizer","Cost","Gamma","Time","Error"
"hjn.2",35,-7,40.2180688381195,0.105769230769231
"hjn.2",32,-5.101,46.30717253685,0.110576923076923
"hjn.2",32,-5,44.160703420639,0.110576923076923
"hjn.2",32,-5,30.4091448783875,0.110576923076923
"hjn.2",33,-6,42.519603729248,0.0817307692307692
"hjn.2",33.001,-5.00199,53.423820734024,0.105769230769231
"hjn.2",31.99999,-5,37.678591966629,0.115384615384615
"hjn.2",33.1,-6,41.5237109661102,0.0961538461538461
"hjn.2",32,-5.9,42.762020111084,0.100961538461538
"hjn.2",32.998,-5.999,51.7633590698242,0.0961538461538461
