"Optimizer","Cost","Gamma","Time","Error"
"SCA.1",1042,-5.71099033941402,127.463675498962,0.120192307692308
"SCA.1",1042,-5.71099033941402,125.528329610825,0.120192307692308
"SCA.1",1042,-5.71099033941402,124.77348613739,0.120192307692308
"SCA.1",1042,-5.71099033941402,124.524261951447,0.120192307692308
"SCA.1",1042,-5.71099033941402,123.656393766403,0.120192307692308
"SCA.1",1042,-5.71099033941402,123.909173488617,0.120192307692308
"SCA.1",1042,-5.71099033941402,123.977049350739,0.120192307692308
"SCA.1",1042,-5.71099033941402,123.854905366898,0.120192307692308
"SCA.1",1042,-5.71099033941402,124.212541103363,0.120192307692308
"SCA.1",1042,-5.71099033941402,121.327200889587,0.120192307692308
