"Optimizer","Cost","Gamma","Time","Error"
"HS.2",689.607133289799,-4.80458538536914,120.673092842102,0.125
"HS.2",689.607133289799,-4.80458538536914,119.332168340683,0.125
"HS.2",689.607133289799,-4.80458538536914,119.484512805939,0.125
"HS.2",689.607133289799,-4.80458538536914,117.291860342026,0.125
"HS.2",689.607133289799,-4.80458538536914,115.789429187775,0.125
"HS.2",689.607133289799,-4.80458538536914,117.208443641663,0.125
"HS.2",689.607133289799,-4.80458538536914,116.458981752396,0.125
"HS.2",689.607133289799,-4.80458538536914,117.270997047424,0.125
"HS.2",689.607133289799,-4.80458538536914,120.254589080811,0.125
"HS.2",689.607133289799,-4.80458538536914,117.674025297165,0.125
