"Optimizer","Cost","Gamma","Time","Error"
"two.1",1023.99992614626,-6.33561265853543,11.4580700397491,0.134615384615385
"two.1",1023.93244643328,-7.08203932499369,10.8966345787048,0.139423076923077
"two.1",1023.99992614626,-7.50784649713993,9.88162970542908,0.134615384615385
"two.1",1023.99992614626,-5.92562878788456,10.8417661190033,0.129807692307692
"two.1",1023.99992614626,-6.0002649127991,9.80128502845764,0.125
"two.1",1023.99992614626,-5.86517253742469,9.52649211883545,0.110576923076923
"two.1",1023.99992614626,-6.29917935120401,10.3983197212219,0.129807692307692
"two.1",1023.99992614626,-5.30367242370564,10.8349967002869,0.120192307692308
"two.1",1023.99863432049,-7.25588793888028,11.0235052108765,0.139423076923077
"two.1",1023.99992614626,-7.08336146422073,10.9588577747345,0.139423076923077
