"Optimizer","Cost","Gamma","Time","Error"
"Rcgmin.1",10.0000742069944,-4.99984620896115,32.0342514514923,0.100961538461538
"Rcgmin.1",10,-5,2.16032481193542,0.120192307692308
"Rcgmin.1",10,-5,0.931581020355225,0.125
"Rcgmin.1",10,-5,0.950651407241821,0.120192307692308
"Rcgmin.1",10,-5,1.29882049560547,0.110576923076923
"Rcgmin.1",9.9999525865234,-4.99929405002823,22.6795530319214,0.100961538461538
"Rcgmin.1",10,-5,0.907126903533936,0.110576923076923
"Rcgmin.1",10,-5,1.35694479942322,0.129807692307692
"Rcgmin.1",10,-5,1.75778841972351,0.115384615384615
"Rcgmin.1",10,-5,1.28698992729187,0.115384615384615
