"Optimizer","Cost","Gamma","Time","Error"
"bobyqa.2",33.1231579011776,-5.94740571468141,6.17844319343567,0.125
"bobyqa.2",32.9797579266634,-4.96297682076459,5.54937195777893,0.125
"bobyqa.2",33.3752981183949,-4.78846628994468,5.55940294265747,0.120192307692308
"bobyqa.2",33.1186530111509,-5.33651647762188,5.15536832809448,0.139423076923077
"bobyqa.2",32.95,-5,4.52105402946472,0.110576923076923
"bobyqa.2",32.1571038124465,-6.14712560893244,4.66743469238281,0.129807692307692
"bobyqa.2",32.9453218015471,-4.98740577675143,5.14527082443237,0.125
"bobyqa.2",31.05,-5,4.44928121566772,0.125
"bobyqa.2",31.0500014172846,-4.99999546636964,4.78618025779724,0.129807692307692
"bobyqa.2",31.9676827015324,-4.91095031197738,5.17830228805542,0.125
