"Optimizer","Cost","Gamma","Time","Error"
"lbfgsb3.1",32,-5,38.3021116256714,0.115384615384615
"lbfgsb3.1",32.3235518024011,-5.00160174159614,38.6068933010101,0.125
"lbfgsb3.1",31.9913237917536,-4.99475105752469,53.9311363697052,0.129807692307692
"lbfgsb3.1",32,-5,30.4564340114594,0.139423076923077
"lbfgsb3.1",32,-5,30.6335620880127,0.129807692307692
"lbfgsb3.1",31.9965299488258,-5.00055968567325,38.1666648387909,0.110576923076923
"lbfgsb3.1",31.9537120502909,-4.97760260497949,34.5470921993256,0.134615384615385
"lbfgsb3.1",32.0490034428357,-4.99885776448822,30.2247705459595,0.125
"lbfgsb3.1",32,-5,46.2369050979614,0.120192307692308
"lbfgsb3.1",32.3546382690555,-5.00175563499532,82.2935721874237,0.120192307692308
