"Optimizer","Cost","Gamma","Time","Error"
"optim.2",31.375668360503,-5.10069865163836,75.7301061153412,0.120192307692308
"optim.2",32,-5,79.5910832881927,0.134615384615385
"optim.2",32.5432486216872,-4.98599662755284,194.241541624069,0.115384615384615
"optim.2",32.1017056811149,-5.00105773883317,127.500025033951,0.120192307692308
"optim.2",32.0000035900305,-4.99999992532737,92.8149366378784,0.139423076923077
"optim.2",31.9812636907075,-5.00302198536976,41.5635504722595,0.120192307692308
"optim.2",32.695675239184,-5,52.2004978656769,0.139423076923077
"optim.2",32,-5,4.70505094528198,0.129807692307692
"optim.2",33.4975470167999,-5.00964114979592,90.0692055225372,0.134615384615385
"optim.2",31.9820971213692,-6.44305378376573,56.6909897327423,0.115384615384615
