"Nu","Iter","Maxdepth","Accuracy","AccLCL","Time"
0.7,100,3,0.964860907759883,0.954811983117012,7.58037209510803
0.7,200,3,0.966325036603221,0.953820346550685,12.6533222198486
0.7,300,3,0.966325036603221,0.958648670242088,18.9148395061493
0.7,400,3,0.970717423133236,0.965028089061003,25.3554780483246
0.7,500,3,0.963396778916545,0.960413221011413,31.6933045387268
0.7,600,3,0.967789165446559,0.953393666138623,38.0338213443756
0.7,700,3,0.969253294289897,0.96436186258996,44.3654632568359
0.7,800,3,0.961932650073206,0.954445267834332,50.6174874305725
0.7,900,3,0.963396778916545,0.957603692725167,56.7398834228516
0.7,1000,3,0.969253294289897,0.960732668676096,63.3356416225433
0.7,1100,3,0.963396778916545,0.955890390171717,69.4731149673462
0.7,1200,3,0.964860907759883,0.934728535800462,75.4883346557617
0.7,1300,3,0.961932650073206,0.956066671819048,81.5325288772583
0.7,1400,3,0.969253294289897,0.959326395933035,87.7361490726471
1,100,3,0.964860907759883,0.951685333983502,6.38812971115112
1,200,3,0.964860907759883,0.956352886621841,12.4018354415894
1,300,3,0.957540263543192,0.942402648872972,18.7381834983826
1,400,3,0.966325036603221,0.96064185832955,24.9188859462738
1,500,3,0.97510980966325,0.972203448045943,31.2493486404419
1,600,3,0.972181551976574,0.964616134730189,37.479275226593
1,700,3,0.969253294289897,0.959215358170008,43.9068324565887
1,800,3,0.963396778916545,0.953028546893147,50.1026175022125
1,900,3,0.972181551976574,0.959746555643428,56.6943349838257
1,1000,3,0.972181551976574,0.964656225602343,63.0186188220978
1,1100,3,0.967789165446559,0.952695412795835,68.9056122303009
1,1200,3,0.969253294289897,0.959394280380368,75.2029156684875
1,1300,3,0.972181551976574,0.964656225602343,81.6933245658875
1,1400,3,0.973645680819912,0.968743380812885,88.1855540275574
0.01,100,4,0.970717423133236,0.947292127358052,6.37446522712708
0.01,200,4,0.966325036603221,0.956021646984747,12.2776882648468
0.01,300,4,0.963396778916545,0.953028546893147,18.5625972747803
0.01,400,4,0.97510980966325,0.963702759100394,24.9252307415009
0.01,500,4,0.973645680819912,0.963718905663684,31.2386159896851
0.01,600,4,0.964860907759883,0.951791738771347,37.5477976799011
0.01,700,4,0.973645680819912,0.96508690083261,44.1297054290771
0.01,800,4,0.970717423133236,0.95932297704614,50.3007543087006
0.01,900,4,0.966325036603221,0.958721620943298,56.9425542354584
0.01,1000,4,0.966325036603221,0.954943194991885,63.0364332199097
0.01,1100,4,0.966325036603221,0.951182850926028,69.6473019123077
0.01,1200,4,0.969253294289897,0.943040985794813,75.8824024200439
0.01,1300,4,0.973645680819912,0.960478581371266,82.6441798210144
0.01,1400,4,0.969253294289897,0.956152841841167,89.2051048278809
0.1,100,4,0.963396778916545,0.945805781889326,6.27911972999573
0.1,200,4,0.967789165446559,0.957367500131279,12.8109545707703
0.1,300,4,0.969253294289897,0.9559785034312,19.3260595798492
0.1,400,4,0.969253294289897,0.96436186258996,25.497581243515
0.1,500,4,0.970717423133236,0.959195896268367,31.9563043117523
0.1,600,4,0.961932650073206,0.954326658398173,38.316734790802
0.1,700,4,0.972181551976574,0.959746555643428,44.7664341926575
0.1,800,4,0.969253294289897,0.951895561223175,51.1589262485504
0.1,900,4,0.970717423133236,0.958214294233622,57.6634085178375
0.1,1000,4,0.966325036603221,0.954797091205879,64.0778360366821
0.1,1100,4,0.967789165446559,0.955310589066698,70.52104139328
0.1,1200,4,0.970717423133236,0.965028089061003,77.0155770778656
0.1,1300,4,0.97510980966325,0.96745270767151,83.3161201477051
0.1,1400,4,0.967789165446559,0.957367500131279,89.7667801380157
0.3,100,4,0.961932650073206,0.928765284078532,6.52201056480408
0.3,200,4,0.966325036603221,0.956021646984747,12.6331233978271
0.3,300,4,0.964860907759883,0.959896543071198,19.0381715297699
0.3,400,4,0.964860907759883,0.951764497766127,25.3275728225708
0.3,500,4,0.960468521229868,0.947288694171167,31.8325912952423
0.3,600,4,0.970717423133236,0.954676196190674,38.2099006175995
0.3,700,4,0.963396778916545,0.955685104821926,44.8404262065887
0.3,800,4,0.970717423133236,0.953345008570079,51.0323648452759
0.3,900,4,0.967789165446559,0.964968820933402,57.5763235092163
0.3,1000,4,0.970717423133236,0.963050693326895,64.0203301906586
0.3,1100,4,0.969253294289897,0.960732668676096,70.6524901390076
0.3,1200,4,0.964860907759883,0.949970854849846,76.9470117092133
0.3,1300,4,0.964860907759883,0.959980336014387,83.1896350383759
0.3,1400,4,0.969253294289897,0.95141381020739,89.5628912448883
0.5,100,4,0.973645680819912,0.963718905663684,6.38885259628296
0.5,200,4,0.966325036603221,0.958721620943298,12.8708209991455
0.5,300,4,0.969253294289897,0.964289189212388,19.0040481090546
0.5,400,4,0.966325036603221,0.960471700543576,25.4044358730316
0.5,500,4,0.966325036603221,0.947574050174264,31.768593788147
0.5,600,4,0.966325036603221,0.96340544355186,38.2296395301819
0.5,700,4,0.969253294289897,0.964289189212388,44.6009385585785
0.5,800,4,0.970717423133236,0.959195896268367,50.8620460033417
0.5,900,4,0.957540263543192,0.947243609658327,57.5449326038361
0.5,1000,4,0.970717423133236,0.960410644135069,63.2560758590698
0.5,1100,4,0.969253294289897,0.964289189212388,69.6610381603241
0.5,1200,4,0.973645680819912,0.95880811384151,76.4123601913452
0.5,1300,4,0.961932650073206,0.954246638449935,83.1857318878174
0.5,1400,4,0.973645680819912,0.956388989127902,89.6058840751648
0.7,100,4,0.963396778916545,0.957762578251797,6.45477771759033
0.7,200,4,0.969253294289897,0.964289189212388,12.7012648582458
