"Cost","Gamma","Accuracy","AccLCL","Time"
15,-25,65.8854166666667,62.8917527841597,0.395674467086792
15,-24,75.390625,72.2328371557169,0.875857830047607
15,-23,77.734375,75.6439019949086,0.358530282974243
15,-22,76.953125,73.8394041351753,0.341225862503052
15,-21,76.6927083333333,73.8215755973777,0.348892211914062
15,-20,76.6927083333333,74.1754436817242,0.341112852096558
15,-19,76.3020833333333,71.1808221102483,0.375431299209595
15,-18,76.8229166666667,71.7777247426931,0.380326271057129
15,-17,76.5625,73.6231544895836,0.402985572814941
15,-16,77.2135416666667,74.3405990793232,0.497226715087891
15,-15,77.4739583333333,74.0468862786481,0.592831611633301
15,-14,77.2135416666667,73.6157338382799,0.762994527816772
15,-13,76.953125,73.1127476448413,1.11049485206604
15,-12,76.6927083333333,73.1298394083238,1.98359131813049
15,-11,75.5208333333333,72.7575764219237,4.16741847991943
15,-10,77.2135416666667,74.3905468527362,8.52395796775818
15,-9,76.6927083333333,72.1681782611327,16.2857778072357
15,-8,75.5208333333333,72.8582013260657,35.6591217517853
15,-7,74.3489583333333,71.5416845823777,71.8158175945282
15,-6,72.1354166666667,69.0486965519157,102.972620248795
15,-5,67.3177083333333,62.8515877284084,77.2236032485962
15,-4,67.3177083333333,64.3668118155619,25.5657815933228
15,-3,67.1875,63.9220203506315,4.16007447242737
15,-2,67.578125,65.3764287974463,1.25076460838318
15,-1,68.4895833333333,65.3385457867224,0.750620603561401
15,0,68.359375,64.0255185713216,0.653935432434082
15,1,64.0625,59.7666906450299,0.632340431213379
15,2,65.234375,62.0725290988774,0.658827543258667
15,3,64.7135416666667,63.0976779367271,0.69192099571228
15,4,65.1041666666667,61.9939959837935,0.745608329772949
15,5,65.1041666666667,62.2471063688699,0.957458734512329
15,6,65.1041666666667,61.4769678556623,1.23245334625244
15,7,65.1041666666667,61.5220030288628,1.33118295669556
15,8,65.1041666666667,62.5611885850647,1.29824495315552
15,9,65.1041666666667,61.1446354762583,1.30222988128662
15,10,65.1041666666667,61.0475993918278,1.29462051391602
16,-25,75.1302083333333,71.6969337071626,0.38577675819397
16,-24,77.2135416666667,74.0117605571563,0.358724355697632
16,-23,77.34375,74.3882655415325,0.35230278968811
16,-22,77.0833333333333,74.224760772507,0.328321933746338
16,-21,77.4739583333333,74.5552876354174,0.346698760986328
16,-20,76.6927083333333,73.8378688275601,0.364362001419067
16,-19,76.953125,75.1428859429528,0.381102085113525
16,-18,77.2135416666667,74.8159053450284,0.396693229675293
16,-17,77.34375,74.0498193742206,0.482720613479614
16,-16,76.953125,73.9780548303883,0.596710443496704
16,-15,77.4739583333333,74.3980537291445,0.785029649734497
16,-14,77.8645833333333,75.9183991337198,1.1439266204834
16,-13,77.0833333333333,74.9321950231084,1.75353240966797
16,-12,77.2135416666667,74.4673911576797,3.63825297355652
16,-11,75.390625,72.9057574489513,8.12536144256592
16,-10,76.3020833333333,73.7672807931236,19.8987100124359
16,-9,75.390625,72.4957607084335,30.4758548736572
16,-8,74.4791666666667,71.8953396446123,64.4087557792664
16,-7,72.0052083333333,68.6116761400498,137.663704872131
16,-6,69.921875,65.2664789003829,178.861359357834
16,-5,67.8385416666667,64.0045225209023,124.564415454865
16,-4,65.1041666666667,63.0575899167592,23.8285450935364
16,-3,67.1875,64.7636961318043,3.72670435905457
16,-2,68.2291666666667,65.6569683194677,1.23057103157043
16,-1,68.359375,66.0413320065591,0.742650985717773
16,0,69.0104166666667,65.9843087513116,0.641621112823486
16,1,64.3229166666667,60.6320096996095,0.639251232147217
16,2,64.453125,60.9688683619561,0.654083967208862
16,3,64.7135416666667,60.8447911958338,0.680843114852905
16,4,65.1041666666667,62.0237204683952,0.740626573562622
16,5,65.1041666666667,61.7419883542008,0.942038059234619
16,6,65.1041666666667,60.6523662080537,1.2540545463562
16,7,65.1041666666667,63.5279329806388,1.34609532356262
16,8,65.1041666666667,62.929281061289,1.30831027030945
16,9,65.1041666666667,62.9685429147948,1.29843020439148
16,10,65.1041666666667,61.7783222460391,1.30282115936279
17,-25,77.4739583333333,74.2502330615602,0.370064973831177
17,-24,76.953125,74.3934904213091,0.354591369628906
17,-23,76.953125,73.1938419087375,0.335087060928345
17,-22,77.34375,74.5872110801756,0.351168632507324
17,-21,76.4322916666667,73.9732247713612,0.366946220397949
17,-20,77.0833333333333,72.2062787710476,0.369158744812012
17,-19,76.8229166666667,73.9598155602662,0.407349109649658
17,-18,77.2135416666667,75.5429672663978,0.475470304489136
17,-17,76.953125,74.2236058793986,0.593475818634033
17,-16,76.953125,74.3567267053753,0.855925798416138
17,-15,76.953125,75.045814704686,1.17746114730835
17,-14,76.171875,74.515404906476,1.88196229934692
17,-13,77.6041666666667,74.7415997227833,3.43391919136047
17,-12,76.5625,73.7165498223118,7.78731083869934
17,-11,76.3020833333333,73.634788044908,19.5532429218292
17,-10,76.0416666666667,73.4736532799771,30.3374738693237
17,-9,75.1302083333333,72.0316073384091,57.6860508918762
17,-8,73.3072916666667,71.2155051999605,124.33003616333
17,-7,71.3541666666667,70.1850968075628,220.057677745819
17,-6,67.1875,64.9767510141647,262.417308807373
17,-5,67.96875,64.2459818055759,172.899210453033
17,-4,67.1875,63.8290681061397,24.6467635631561
17,-3,66.015625,63.7836300885997,3.65859031677246
17,-2,66.015625,62.1220294237377,1.21104454994202
17,-1,68.6197916666667,65.0852058732432,0.748617887496948
17,0,68.8802083333333,66.3109489980042,0.63526463508606
17,1,64.1927083333333,61.0133366558087,0.637912034988403
17,2,64.5833333333333,60.4999872160951,0.655263423919678
17,3,64.7135416666667,59.5895889065587,0.675979137420654
17,4,65.1041666666667,61.0519059252231,0.724581480026245
17,5,65.1041666666667,63.0147198554101,0.953485012054443
17,6,65.1041666666667,62.0168783887819,1.24133062362671
17,7,65.1041666666667,62.9399105841857,1.32418060302734
17,8,65.1041666666667,63.5116493942146,1.30955290794373
17,9,65.1041666666667,61.7217445004562,1.29804825782776
17,10,65.1041666666667,62.8964284516962,1.29905033111572
18,-25,76.953125,74.7789635652269,0.344498872756958
18,-24,76.5625,74.2052743567286,0.329538345336914
18,-23,76.8229166666667,72.9333016421233,0.35199761390686
18,-22,76.171875,73.7961287962375,0.356343507766724
18,-21,77.0833333333333,74.2383333777416,0.377660989761353
18,-20,76.953125,73.7487374202935,0.448929309844971
18,-19,77.2135416666667,74.173874781204,0.492480754852295
18,-18,77.2135416666667,75.2021112241845,0.609918117523193
18,-17,76.953125,73.7401437367796,0.860000371932983
18,-16,77.2135416666667,74.8126961966331,1.17741107940674
18,-15,77.0833333333333,73.9510437492112,1.81160473823547
18,-14,76.8229166666667,74.7506486390816,3.39321660995483
18,-13,76.6927083333333,73.1590429207803,7.46031403541565
18,-12,75.6510416666667,74.1692303087559,15.1860685348511
18,-11,76.4322916666667,74.4579725470021,40.5280294418335
18,-10,75.78125,73.1815886673911,71.9090986251831
18,-9,75.1302083333333,71.0847118338382,149.168349027634
18,-8,72.0052083333333,70.02979883525,296.107913970947
18,-7,71.7447916666667,69.4025688546304,518.272131443024
18,-6,68.0989583333333,64.7437295756628,533.583148241043
18,-5,65.7552083333333,62.5369021273046,209.832290649414
18,-4,67.7083333333333,64.4670458677416,25.0283422470093
18,-3,68.2291666666667,63.4029882363229,4.04050827026367
18,-2,68.359375,65.0191661188852,1.21882724761963
18,-1,67.578125,64.2033925304964,0.752692937850952
18,0,69.0104166666667,66.7122318118853,0.650115966796875
18,1,64.5833333333333,62.2557624177478,0.632535934448242
18,2,64.9739583333333,62.1176487090803,0.662221670150757
18,3,64.84375,62.0458282569264,0.679802656173706
18,4,65.1041666666667,61.0851636773494,0.734224319458008
18,5,65.1041666666667,62.5853030958869,0.954627513885498
18,6,65.1041666666667,62.1266370607684,1.23660397529602
18,7,65.1041666666667,63.1216433526786,1.32661771774292
18,8,65.1041666666667,61.5094758599911,1.31535911560059
18,9,65.1041666666667,62.3049803369848,1.28747367858887
18,10,65.1041666666667,60.9377405443713,1.30938363075256
19,-25,76.8229166666667,73.3668339305661,0.329307794570923
19,-24,77.6041666666667,75.6265436259161,0.347027540206909
19,-23,77.0833333333333,73.594060008875,0.361785411834717
19,-22,77.0833333333333,74.7636590533065,0.378801584243774
19,-21,77.4739583333333,75.577769459537,0.401822328567505
19,-20,77.34375,75.1360806799474,0.480529546737671
19,-19,77.9947916666667,75.8534042075936,0.623772621154785
19,-18,77.4739583333333,75.8308060427932,0.860331773757935
19,-17,76.5625,73.9782611351181,1.20631647109985
19,-16,77.734375,74.5309393272911,1.70623016357422
19,-15,77.9947916666667,74.7703008818361,3.4230215549469
19,-14,76.3020833333333,72.8751475179108,7.28845477104187
19,-13,75.9114583333333,73.2735530678796,14.397825717926
19,-12,75.9114583333333,72.9595707476668,47.452436208725
19,-11,75.2604166666667,72.3839627535825,91.632346868515
19,-10,76.0416666666667,72.314200338114,131.01216173172
19,-9,74.3489583333333,72.2703550241804,256.771015405655
19,-8,72.7864583333333,70.844668522329,499.797247171402
19,-7,71.484375,67.570400097172,652.339156150818
19,-6,68.359375,65.6244448978157,757.740526914597
19,-5,66.1458333333333,63.5760466712526,213.818673372269
19,-4,66.9270833333333,63.0681574271243,24.6334853172302
19,-3,66.6666666666667,63.2533708865645,4.03114891052246
19,-2,66.6666666666667,64.7745051094469,1.21344900131226
19,-1,67.4479166666667,65.0178597040888,0.658899307250977
19,0,68.4895833333333,64.8164729532208,0.614604234695435
19,1,65.1041666666667,61.6076725960598,0.596520662307739
19,2,65.1041666666667,61.4467000352007,0.626489162445068
19,3,64.7135416666667,61.6011362737215,0.650432348251343
19,4,65.1041666666667,60.9895769267191,0.703129291534424
19,5,65.1041666666667,62.2612030082146,0.908857822418213
19,6,65.1041666666667,61.9752291942563,1.18889713287354
19,7,65.1041666666667,61.8785840090947,1.26833748817444
19,8,65.1041666666667,61.899095875119,1.27145099639893
19,9,65.1041666666667,62.5420813233102,1.26468062400818
19,10,65.1041666666667,60.5570708571418,1.25902152061462
20,-25,77.34375,73.8714866053908,0.311322212219238
20,-24,77.6041666666667,75.3262101720428,0.331032514572144
20,-23,77.2135416666667,74.5393943980337,0.351375818252563
20,-22,77.0833333333333,73.852903362486,0.373140096664429
20,-21,77.2135416666667,74.7467734734412,0.444201469421387
20,-20,77.0833333333333,72.1283749767764,0.542935848236084
20,-19,76.953125,73.844707937469,0.791887998580933
20,-18,77.0833333333333,74.1335213512449,1.19142746925354
20,-17,77.0833333333333,74.1065359111636,1.83977317810059
20,-16,78.125,75.5911688987285,2.85213828086853
20,-15,76.6927083333333,72.8891745794938,6.48092198371887
20,-14,76.953125,74.6032982112347,13.1079213619232
20,-13,75.78125,73.1563484193164,31.2532653808594
20,-12,74.609375,71.7751375903467,88.384245634079
20,-11,76.6927083333333,74.3904530801673,155.485709190369
20,-10,75.78125,72.2525937828537,287.253650903702
20,-9,71.6145833333333,68.3168821554152,439.720539808273
20,-8,73.4375,70.3066487416085,579.173908233643
20,-7,70.8333333333333,68.4572563370578,708.301473617554
20,-6,67.3177083333333,64.165651149636,914.627600193024
20,-5,65.7552083333333,63.4607794527757,267.567029476166
20,-4,66.5364583333333,63.1352875210637,28.6034250259399
20,-3,67.96875,64.2426954362099,4.96625638008118
20,-2,68.75,65.3125524138289,1.46013259887695
20,-1,67.8385416666667,65.0829716430571,0.884881734848022
20,0,67.578125,63.1514223557093,0.747972965240479
20,1,64.3229166666667,61.7993738676225,0.79235315322876
20,2,65.1041666666667,61.4310818342748,0.750297546386719
20,3,64.84375,62.8375899112204,0.77333402633667
20,4,65.1041666666667,61.2144544046683,0.841295003890991
20,5,65.1041666666667,62.0782821401955,1.11351346969604
20,6,65.1041666666667,62.4106957039041,1.46250653266907
20,7,65.1041666666667,61.6469865631086,1.5512809753418
20,8,65.1041666666667,61.4643952403595,1.54126167297363
20,9,65.1041666666667,62.8045462987363,1.5288519859314
20,10,65.1041666666667,61.3729393545217,1.52849960327148
21,-25,76.953125,73.7348496021126,0.380312442779541
21,-24,77.734375,75.5709411798293,0.417935609817505
21,-23,76.8229166666667,74.6650801251723,0.440401554107666
21,-22,77.734375,74.7146744172723,0.482674360275269
21,-21,77.9947916666667,75.3306652666762,0.615499019622803
21,-20,76.6927083333333,74.2207403473545,0.787744522094727
21,-19,77.9947916666667,73.448032896935,1.24786758422852
21,-18,77.6041666666667,74.7811571921642,1.98182272911072
21,-17,77.0833333333333,74.3559432604866,3.20199942588806
21,-16,76.171875,73.6652186932249,5.93467998504639
21,-15,76.0416666666667,73.4323276789926,12.2544054985046
21,-14,77.734375,73.6109036322595,34.093168258667
21,-13,75.9114583333333,73.4816885434892,86.8410429954529
21,-12,75.6510416666667,72.7627444900144,178.912127494812
21,-11,75.2604166666667,73.2345577273811,252.719000816345
21,-10,73.828125,70.9063912780521,402.237115621567
21,-9,72.1354166666667,68.9417858059376,522.840650320053
21,-8,71.6145833333333,68.8637883824831,616.665147304535
21,-7,69.921875,66.8515770950113,815.01936006546
21,-6,65.4947916666667,62.2193636420511,853.965682268143
21,-5,66.015625,63.296019522878,227.486349582672
21,-4,65.8854166666667,62.1199890513157,26.4939920902252
21,-3,66.5364583333333,63.5772355868035,3.75210738182068
21,-2,68.4895833333333,65.3288664081479,1.10549521446228
21,-1,67.578125,64.6204417840707,0.692551851272583
21,0,69.6614583333333,66.6359705413835,0.654179573059082
21,1,63.9322916666667,60.1762192922055,0.632241249084473
21,2,64.9739583333333,60.4687288942485,0.668559312820435
21,3,64.7135416666667,61.887818777127,0.674414873123169
21,4,65.1041666666667,61.1212714791341,0.725828409194946
21,5,65.1041666666667,60.3939987170858,0.947125196456909
21,6,65.1041666666667,63.3337431023761,1.25817155838013
21,7,65.1041666666667,61.157858040092,1.3471577167511
21,8,65.1041666666667,61.5476926522044,1.32174158096313
21,9,65.1041666666667,63.241634966416,1.31337952613831
21,10,65.1041666666667,61.0214364064531,1.30648422241211
22,-25,76.953125,73.9252695839706,0.319451332092285
22,-24,76.8229166666667,73.8965248181732,0.35425329208374
22,-23,76.953125,73.5085039919304,0.391318798065186
