"Optimizer","Nu","Iter","Depth","Error","Time"
"ga.500",0.19868538990384,211,12,0.181559427289978,3963.58335924149
"ga.500",0.3533294427488,85,13,0.185440745213041,1849.77671456337
"ga.500",0.307342890284107,159,13,0.183801966534414,3484.04433178902
"ga.500",0.197362820978852,196,17,0.185613248231844,3643.08375310898
"ga.500",0.54348688752723,221,6,0.188718302570295,2110.47095894814
"ga.500",0.323327136121652,122,18,0.185526996722443,3116.59832978249
"ga.500",0.1171515005029,177,11,0.182076936346386,3134.10968208313
"ga.500",0.486798845663773,174,19,0.188459548042091,2160.10695314407
"ga.500",0.666368425611872,260,10,0.183801966534414,1791.30304574966
"ga.500",0.666368425611872,260,10,0.186907020872865,1754.82965946198
