"Optimizer","Nu","Iter","Depth","Error","Time"
"hjn.2000",1,112,10,0.139389736477115,2064.7289018631
"hjn.2000",1,109,10,0.140479492767981,2122.87684869766
"hjn.2000",0.999999,101,9,0.142064592827422,2342.69637703896
"hjn.2000",1,106,7,0.143847830394294,1304.75410437584
"hjn.2000",0.899999,106,14,0.137012086387953,2834.90337514877
"hjn.2000",1,105,12,0.140479492767981,2009.87929844856
"hjn.2000",1,96,11,0.140380424014266,1662.35919594765
"hjn.2000",1,103,8,0.140479492767981,1559.54259824753
"hjn.2000",1,111,11,0.140281355260551,1982.46348428726
"hjn.2000",0.8,100,8,0.141371111551417,1859.73155784607
