"Optimizer","Nu","Iter","Depth","Error","Time"
"Rcgmin.2",0.7,100,2,0.206714073094096,2601.04755830765
"Rcgmin.2",0.7,100,2,0.210021498263602,2864.86943006516
"Rcgmin.2",0.7,100,2,0.20902927071275,3601.32276940346
"Rcgmin.2",0.7,100,2,0.211261782702166,4506.73184609413
"Rcgmin.2",0.7,100,2,0.212750124028444,3425.27183556557
"Rcgmin.2",0.7,100,2,0.206383330577146,2632.27239179611
"Rcgmin.2",0.7,100,2,0.208202414420374,3251.80335140228
"Rcgmin.2",0.69999999999995,100,2,0.202497106002977,24540.1022572517
"Rcgmin.2",0.699999999999999,100,2,0.201174135935174,10927.2514898777
"Rcgmin.2",0.7,100,2,0.205391103026294,2618.60056686401
