"Optimizer","Cost","Gamma","Time","Error"
"bobyqa.2",32.1506802676435,-7.84104875233095,151.788622379303,0.145238095238095
"bobyqa.2",30.1793746154197,-5.43803141854156,179.946544885635,0.176190476190476
"bobyqa.2",30.6902846020816,-5.8792242788617,176.51176404953,0.170238095238095
"bobyqa.2",32.2760782513368,-5.96852903706857,161.589101552963,0.169047619047619
"bobyqa.2",30.0490495726914,-5.71061627812574,175.928195953369,0.165476190476191
"bobyqa.2",32.008476682016,-4.04571096024732,175.779239416122,0.191666666666667
"bobyqa.2",31.05,-5,153.937269449234,0.183333333333333
"bobyqa.2",32,-5,165.62534403801,0.172619047619048
"bobyqa.2",33.0083240738662,-4.92497303099228,210.677271842957,0.172619047619048
"bobyqa.2",33.4949549963174,-5.99428671147726,203.951629638672,0.159523809523809
