"Optimizer","Cost","Gamma","Time","Error"
"MFO.1",780.233169527492,31.2891792240553,1835.92518281937,0.222619047619048
"MFO.1",780.233169527492,31.2891792240553,1779.50875973701,0.222619047619048
"MFO.1",780.233169527492,31.2891792240553,1773.81891703606,0.222619047619048
"MFO.1",780.233169527492,31.2891792240553,1765.8746547699,0.222619047619048
"MFO.1",780.233169527492,31.2891792240553,1758.95561242104,0.222619047619048
"MFO.1",780.233169527492,31.2891792240553,1748.77051210403,0.222619047619048
"MFO.1",780.233169527492,31.2891792240553,1738.74474048615,0.222619047619048
"MFO.1",780.233169527492,31.2891792240553,1733.68004798889,0.222619047619048
"MFO.1",780.233169527492,31.2891792240553,1730.83096528053,0.222619047619048
"MFO.1",780.233169527492,31.2891792240553,1734.87468934059,0.222619047619048
