"Optimizer","Cost","Gamma","Time","Error"
"hjn.500",33.999,-5,7.59947419166565,0.135294117647059
"hjn.500",31.88,-5.03,7.00809049606323,0.132352941176471
"hjn.500",36,-7,5.3484365940094,0.123529411764706
"hjn.500",33.0010001,-5,6.09182572364807,0.141176470588235
"hjn.500",30,-9.1001,7.40434980392456,0.114705882352941
"hjn.500",33,-3,7.07912850379944,0.15
"hjn.500",33,-4,6.86197090148926,0.135294117647059
"hjn.500",33,-3.1,9.59392142295837,0.141176470588235
"hjn.500",34,-6,4.81971478462219,0.126470588235294
"hjn.500",35,-8.0000001,6.16815733909607,0.114705882352941
