"Optimizer","Cost","Gamma","Time","Error"
"ga.2",32.4930228182614,-8.76676034849354,1275.66439127922,0.135714285714286
"ga.2",66.8963059484959,-9.16545861959457,1363.38384890556,0.136904761904762
"ga.2",29.3596888631582,-8.97238510847092,1017.56906723976,0.138095238095238
"ga.2",34.3713310785558,-9.2483709045571,1276.93888640404,0.134523809523809
"ga.2",239.939408728718,-8.87929604642247,1209.46289205551,0.136904761904762
"ga.2",32.2926358451788,-9.39366783156828,1833.99418115616,0.136904761904762
"ga.2",102.712293523376,-9.58071647761384,1120.14783072472,0.136904761904762
"ga.2",233.967474773526,-8.94035384058952,1214.63989257812,0.139285714285714
"ga.2",98.2915980815887,-9.3612290173769,1325.80018568039,0.136904761904762
"ga.2",30.7716531157494,-9.83999389410019,1164.83786559105,0.136904761904762
