"Optimizer","Cost","Gamma","Time","Error"
"hjn.300",30.1,-5.9,4.30992221832275,0.155555555555556
"hjn.300",33,-8.1001,4.41952443122864,0.125925925925926
"hjn.300",33.01,-4,3.84182000160217,0.155555555555556
"hjn.300",33.0000001,-4.0001,5.54244875907898,0.161111111111111
"hjn.300",32.2,-5,3.60556030273438,0.146296296296296
"hjn.300",31.899999,-4.9999999,3.88642621040344,0.153703703703704
"hjn.300",31.9,-5.001,3.50065994262695,0.146296296296296
"hjn.300",33,-6,2.7938175201416,0.155555555555556
"hjn.300",32,-5,2.36429572105408,0.168518518518519
"hjn.300",37.99999,-9.00001,6.39012145996094,0.12962962962963
