"Optimizer","Cost","Gamma","Time","Error"
"Rcgmin.2",10,-5,8.76335954666138,0.151190476190476
"Rcgmin.2",10,-5,8.87696313858032,0.159523809523809
"Rcgmin.2",10,-5,3.01597619056702,0.166666666666667
"Rcgmin.2",10,-5,7.30470585823059,0.157142857142857
"Rcgmin.2",10,-5,4.32312703132629,0.144047619047619
"Rcgmin.2",10,-5,9.50416564941406,0.163095238095238
"Rcgmin.2",10,-5,4.32002902030945,0.151190476190476
"Rcgmin.2",10,-5,4.33309698104858,0.146428571428571
"Rcgmin.2",10,-5,4.37363266944885,0.152380952380952
"Rcgmin.2",10,-5,9.37436699867249,0.158333333333333
