"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"hjn.1",1999,11,5,0.01,7.63313278896337,763.040633201599
"hjn.1",2001,9,6,0.01,7.7984663363185,694.838392496109
"hjn.1",1999.999999,8,5,0.01,7.59434270698773,691.37032532692
"hjn.1",2002,11,5,0.012,7.19399951292065,991.569487810135
"hjn.1",2001,9,5,0.01,7.23457818774652,602.751675367355
"hjn.1",2004.01,11,5,0.1,7.6713661022901,811.975512742996
"hjn.1",1999,8,5,0.01,7.34988947047266,468.237120389938
"hjn.1",2002.999,8,5,0.009,7.04078648416271,766.013254642487
"hjn.1",2001,8,5,0.01,7.24507787569067,462.689956188202
"hjn.1",2000,9,5,0.01,7.38994808345131,704.783388376236
