"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"ga.1",3658.98074927926,10,6,0.0225370675325394,7.39000613729502,1082.28185224533
"ga.1",3152.66322767735,11,6,0.020058885216713,7.40201343821103,1271.07984352112
"ga.1",2862.01889621574,10,6,0.0309610851780745,7.33020364101136,1328.16599726677
"ga.1",2411.32264139493,10,6,0.0527708226739239,7.17702073639605,1825.35194969177
"ga.1",4315.4691685692,9,5,0.0219277059843525,6.94782889837236,1668.50948596001
"ga.1",2771.69633246958,9,5,0.0805007219314575,7.3758317537948,1207.4131269455
"ga.1",2847.03984344006,12,6,0.0334726423025131,7.30073291138827,1931.29621434212
"ga.1",3736.86226927286,12,6,0.021154515644812,7.17083347831083,1708.35524582863
"ga.1",4524.67883598804,10,5,0.0687970966100693,7.01807585684148,1133.39963817596
"ga.1",1867.62994504714,8,7,0.0507186816338641,7.46245722457924,1904.64443659782
