"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"ffa.1",4965.65189753748,7,7,0.1,9.35783226953432,1545.49432373047
"ffa.1",447.561488253018,4,6,0.1,8.99232833987956,181.144560098648
"ffa.1",4439.56059308806,3,6,0.001,12.5281141074212,718.059567451477
"ffa.1",783.717196853971,6,7,0.0600738879051059,8.33736864393735,279.418659448624
"ffa.1",3384.18396928553,8,5,0.001,11.5338888307827,1159.51198625565
"ffa.1",211.703920102492,5,6,0.001,62.8241581480568,121.466380834579
"ffa.1",2344.7569711986,14,6,0.0226529037114233,10.6902975651284,1354.5275990963
"ffa.1",4332.92750560395,6,9,0.001,10.4964569475225,1222.88887667656
"ffa.1",3883.54314757753,8,8,0.001,14.8528345654859,1348.95511412621
"ffa.1",547.870445706369,2,5,0.0287888990715146,10.6364936685047,113.017586231232
