"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"hjn.500",2002.0003,9,5,0.013,0.170704958607955,446.601091623306
"hjn.500",2001,9,5,0.01,0.501380895442259,355.762661933899
"hjn.500",2002,5,7,0.1,0.358494322099305,235.995857954025
"hjn.500",1997,12,5,0.01,0.355889500942013,456.713464021683
"hjn.500",1999,7,5,0.01,0.305643321603021,236.087366819382
"hjn.500",2001,8,5,0.01,0.432139825394147,218.140470504761
"hjn.500",1999.98,8,6,0.01,0.586082652687591,400.300459623337
"hjn.500",2001.000001,7,6,0.1,0.839265695362525,223.321327447891
"hjn.500",2001,7,5,0.1,0.716350172567224,207.208335876465
"hjn.500",2001,8,5,0.02,0.262611365975217,257.772485971451
