"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"hs.2",2750.81153628416,3,7,0.0341217398562003,8.09153267612601,2674.17644762993
"hs.2",2799.30540054338,14,8,0.0733490765679162,7.3313371282105,7359.71446728706
"hs.2",1521.01209382527,11,5,0.0933901415460277,8.25803411495708,3558.57156801224
"hs.2",2145.09078692645,14,6,0.0307935172230937,7.12865316937577,5987.30879807472
"hs.2",3235.42890279117,13,6,0.0706048983575311,7.28922647319517,5564.07798790932
"hs.2",4627.75591625832,11,7,0.0292311830075923,7.56355514679567,4428.54714465141
"hs.2",1879.46390425786,8,5,0.050164627132006,7.78743391245084,3855.91630363464
"hs.2",3822.03972627681,8,6,0.0995383664686233,7.19841204078759,3553.30695605278
"hs.2",4556.78710485809,12,7,0.0196515260187443,7.32132380880376,7046.71584200859
"hs.2",1729.36744407517,10,6,0.0480205659740605,8.13025567830955,3585.02635526657
