data,method,optimizer,fast,cross,loss_type,time,loss,loss_mse_acc_10,loss_mae_auc_10
Sonar,gbm,hjn,FALSE,10,class,538.979793310165,0.894230769230769,0.865384615384615,0.862171449800316
Sonar,gbm,hjn,FALSE,10,class,483.481616735458,0.894230769230769,0.870192307692308,0.86667595430482
Sonar,gbm,hjn,FALSE,10,class,589.493965864182,0.913461538461538,0.870192307692308,0.86667595430482
Sonar,gbm,hjn,FALSE,10,class,309.013450860977,0.908653846153846,0.865384615384615,0.861521315129563
Sonar,gbm,hjn,FALSE,10,class,521.659410476685,0.889423076923077,0.889423076923077,0.886644376335098
Sonar,gbm,hjn,FALSE,10,class,520.298731803894,0.889423076923077,0.846153846153846,0.842853162440791
Sonar,gbm,hjn,FALSE,10,class,583.93123793602,0.889423076923077,0.860576923076923,0.857016810625058
Sonar,gbm,hjn,FALSE,10,class,292.56316781044,0.899038461538462,0.865384615384615,0.860871180458809
Sonar,gbm,hjn,FALSE,10,class,591.731409549713,0.894230769230769,0.875,0.873130862821584
Sonar,gbm,hjn,FALSE,10,class,355.982808113098,0.894230769230769,0.875,0.871830593480078
