data,method,optimizer,fast,cross,loss_type,time,loss,loss_mse_acc_10,loss_mae_auc_10
Sonar,gbm,hjn,0.75,10,auc,86.4149374961853,0.998484848484848,0.865384615384615,0.862171449800316
Sonar,gbm,hjn,0.75,10,auc,44.3915476799011,0.9890625,0.870192307692308,0.867326088975574
Sonar,gbm,hjn,0.75,10,auc,37.9748885631561,0.996638655462185,0.879807692307692,0.876335097984582
Sonar,gbm,hjn,0.75,10,auc,67.5683171749115,0.992603550295858,0.870192307692308,0.867976223646327
Sonar,gbm,hjn,0.75,10,auc,37.3147189617157,0.992025518341308,0.865384615384615,0.862821584471069
Sonar,gbm,hjn,0.75,10,auc,32.114077091217,0.998520710059172,0.875,0.871180458809325
Sonar,gbm,hjn,0.75,10,auc,46.0047433376312,0.998463901689708,0.879807692307692,0.878935636667595
Sonar,gbm,hjn,0.75,10,auc,50.1549537181854,0.988005997001499,0.850961538461538,0.848657936286802
Sonar,gbm,hjn,0.75,10,auc,63.3148717880249,0.991004497751124,0.817307692307692,0.814525866072258
Sonar,gbm,hjn,0.75,10,auc,54.3228793144226,0.992503748125937,0.855769230769231,0.851212036779047
