"NumTrees","MinNode","Shrinkage","IntDepth","MSE","MSE.UCL","Time"
3000,10,0.001,17,NA,NA,0.0405988693237305
3000,11,0.001,17,NA,NA,0.407238245010376
3000,12,0.001,17,NA,NA,0.00369596481323242
3000,13,0.001,17,NA,NA,0.00348353385925293
3000,14,0.001,17,NA,NA,0.00365996360778809
3000,15,0.001,17,NA,NA,0.00363922119140625
3500,5,0.001,17,0.0580247308360681,0.091545553023886,0.780168771743774
3500,6,0.001,17,NA,NA,0.0039525032043457
3500,7,0.001,17,NA,NA,0.00354671478271484
3500,8,0.001,17,NA,NA,0.00378656387329102
3500,9,0.001,17,NA,NA,0.00378870964050293
3500,10,0.001,17,NA,NA,0.00385403633117676
3500,11,0.001,17,NA,NA,0.00382876396179199
3500,12,0.001,17,NA,NA,0.00381588935852051
3500,13,0.001,17,NA,NA,0.00370621681213379
3500,14,0.001,17,NA,NA,0.00383782386779785
3500,15,0.001,17,NA,NA,0.00393867492675781
4000,5,0.001,17,0.0582925163304579,0.0811323253192589,0.8271803855896
4000,6,0.001,17,NA,NA,0.0037686824798584
4000,7,0.001,17,NA,NA,0.0034935474395752
4000,8,0.001,17,NA,NA,0.00350379943847656
4000,9,0.001,17,NA,NA,0.00358891487121582
4000,10,0.001,17,NA,NA,0.00369477272033691
4000,11,0.001,17,NA,NA,0.00360012054443359
4000,12,0.001,17,NA,NA,0.00356793403625488
4000,13,0.001,17,NA,NA,0.00355696678161621
4000,14,0.001,17,NA,NA,0.0035557746887207
4000,15,0.001,17,NA,NA,0.00347495079040527
4500,5,0.001,17,0.055984374850128,0.0894838114073497,0.882739782333374
4500,6,0.001,17,NA,NA,0.00388288497924805
4500,7,0.001,17,NA,NA,0.00346970558166504
4500,8,0.001,17,NA,NA,0.00343775749206543
4500,9,0.001,17,NA,NA,0.00347423553466797
4500,10,0.001,17,NA,NA,0.00352692604064941
4500,11,0.001,17,NA,NA,0.0034186840057373
4500,12,0.001,17,NA,NA,0.00352740287780762
4500,13,0.001,17,NA,NA,0.00342869758605957
4500,14,0.001,17,NA,NA,0.00350856781005859
4500,15,0.001,17,NA,NA,0.00356411933898926
