"Cost","Gamma","Epsilon","MSE","MSE_UCL","Time"
15,-25,0.8,123.849661716455,160.982966643379,0.86595344543457
15,-24,0.8,119.596549048334,160.257969357649,0.0148956775665283
15,-23,0.8,111.64299044891,141.675083685968,0.0120959281921387
15,-22,0.8,104.924263071051,141.728432175395,0.0117788314819336
15,-21,0.8,97.0335939550442,135.124242358584,0.0119302272796631
15,-20,0.8,97.4421482239326,128.214972242493,0.0120124816894531
15,-19,0.8,101.542826165921,133.101738278599,0.0123484134674072
15,-18,0.8,93.2535393550162,127.340713484805,0.012636661529541
15,-17,0.8,96.2271392522861,124.282605426532,0.0169095993041992
15,-16,0.8,93.6785903998467,119.901927924218,0.0166654586791992
15,-15,0.8,91.5226830385466,121.945948540896,0.0237674713134766
15,-14,0.8,90.9219139821032,124.929343796233,0.0315825939178467
15,-13,0.8,90.7754063630361,119.97777994286,0.0265464782714844
15,-12,0.8,99.750348071586,143.091944761133,0.0423760414123535
15,-11,0.8,82.4330316247499,118.982798716018,0.0416345596313477
15,-10,0.8,79.6942807635147,112.97528542094,0.0490827560424805
15,-9,0.8,80.3657015584675,117.068487631237,0.0527784824371338
15,-8,0.8,82.4567769000511,108.077733431228,0.0661380290985107
15,-7,0.8,94.8566979038662,125.9028333102,0.130138874053955
15,-6,0.8,98.619495857354,133.661635888978,0.202893972396851
15,-5,0.8,99.4631792697173,131.11657129301,0.206231355667114
15,-4,0.8,150.039095608424,214.221909820713,0.271650552749634
15,-3,0.8,125.793186161154,207.187856559238,0.715184450149536
15,-2,0.8,370.700145461012,841.614013386107,0.741112232208252
15,-1,0.8,994.558099093525,2095.37404885514,0.912084579467773
15,0,0.8,1626.15980724674,3549.25118414697,2.92556023597717
15,1,0.8,215.582012516666,367.090239202906,0.369512796401978
15,2,0.8,118.704450727849,163.703050861082,0.0449395179748535
15,3,0.8,88.1606682838582,126.77183393201,0.0264995098114014
15,4,0.8,99.3878184910872,134.749743150589,0.0155818462371826
15,5,0.8,100.046234745235,130.484806443164,0.013232946395874
15,6,0.8,96.166896314145,135.267308277813,0.0136067867279053
15,7,0.8,106.10209542785,136.754485175663,0.0143527984619141
15,8,0.8,115.120390276632,152.296821570446,0.0155658721923828
15,9,0.8,115.58896902847,156.348481032944,0.0175337791442871
15,10,0.8,120.389148929216,161.645740870845,0.0155141353607178
16,-25,0.8,118.048617110438,166.973961295348,0.0114381313323975
16,-24,0.8,110.098513225312,154.967169897256,0.0113005638122559
16,-23,0.8,105.24943543505,138.753515356083,0.0112779140472412
16,-22,0.8,100.248731628141,133.997972773891,0.0110604763031006
16,-21,0.8,92.0679311045194,122.042011887122,0.0113348960876465
16,-20,0.8,93.0299361801981,132.31908074277,0.0136463642120361
16,-19,0.8,94.0864352666705,120.254774949395,0.0124216079711914
16,-18,0.8,94.2494748872038,117.11565081794,0.0138313770294189
16,-17,0.8,90.0365824689812,121.645649879145,0.0152640342712402
16,-16,0.8,90.6738841650664,119.041037311139,0.0195045471191406
16,-15,0.8,89.4982492609975,113.766193834416,0.0230917930603027
16,-14,0.8,92.6458582871572,127.855143871688,0.0337960720062256
16,-13,0.8,89.5995314289563,116.298450879052,0.0341424942016602
16,-12,0.8,89.3902979687478,130.417417763341,0.0454628467559814
16,-11,0.8,82.5273539384995,109.612939635957,0.0600428581237793
16,-10,0.8,74.0546394844027,94.5663967729195,0.0799107551574707
16,-9,0.8,82.8808589962453,115.520416524837,0.0720486640930176
16,-8,0.8,79.2627727500997,108.474334381975,0.110735893249512
16,-7,0.8,88.7074885935517,121.267694321932,0.31182074546814
16,-6,0.8,90.7495404073747,116.950210944897,0.302692651748657
16,-5,0.8,116.511923140494,161.464536858957,0.82084584236145
16,-4,0.8,127.586144966702,191.845668991698,0.94572114944458
16,-3,0.8,188.420713300867,311.069909456397,0.633906841278076
16,-2,0.8,280.213785465825,508.263526044458,1.23455333709717
16,-1,0.8,1378.03010763078,3627.26242805368,1.6957950592041
16,0,0.8,1651.06698948366,3575.95405480556,2.97417712211609
16,1,0.8,329.34032057643,581.299933927633,0.369290590286255
16,2,0.8,84.632388708699,102.881058396828,0.0380103588104248
16,3,0.8,97.5262244110276,128.95238685748,0.0263283252716064
16,4,0.8,91.551832411521,129.97436431494,0.015803337097168
16,5,0.8,92.8324748545827,127.390674144131,0.0172114372253418
