"Cost","Gamma","Epsilon","MSE","MSE_UCL","Time"
15,-25,0.3,136.086531018492,192.824830187893,0.92578649520874
15,-24,0.3,123.722947841085,156.91897341216,0.0161113739013672
15,-23,0.3,114.076691133885,168.678437413728,0.0136759281158447
15,-22,0.3,105.398449104185,142.154298733123,0.0137388706207275
15,-21,0.3,99.5711347025778,133.929987345695,0.0139825344085693
15,-20,0.3,102.450458400475,139.716319479059,0.0139131546020508
15,-19,0.3,103.121561859901,139.777706031127,0.0147833824157715
15,-18,0.3,91.1979193870356,112.565488548591,0.0158579349517822
15,-17,0.3,98.9398091813472,123.028513361063,0.0192902088165283
15,-16,0.3,106.845180268123,139.409921211285,0.0199093818664551
15,-15,0.3,105.757872415032,144.99743808874,0.0223679542541504
15,-14,0.3,102.441897906121,127.855029936729,0.0236833095550537
15,-13,0.3,108.054137397718,163.632180391726,0.0368609428405762
15,-12,0.3,92.7159907475382,132.250346938045,0.0560054779052734
15,-11,0.3,80.1174694497081,107.880244584984,0.0750014781951904
15,-10,0.3,71.7038909680954,102.685447242587,0.116003513336182
15,-9,0.3,75.8522253021423,102.470482946613,0.201229810714722
15,-8,0.3,86.3260675362665,129.435052707411,0.359344005584717
15,-7,0.3,92.2060479045838,138.287273827591,0.503976106643677
15,-6,0.3,92.5195755449053,145.350476764308,0.767470121383667
15,-5,0.3,109.666456658803,155.661473854818,1.84524464607239
15,-4,0.3,121.935327078493,192.15250478066,2.54281234741211
15,-3,0.3,128.691274031845,192.820067636669,2.57031416893005
15,-2,0.3,229.979970797511,370.567251353777,4.13946652412415
15,-1,0.3,1649.98687893042,3463.31642740825,3.09530663490295
15,0,0.3,1569.6205147011,3587.78334579395,4.16643738746643
15,1,0.3,9541.69362493297,19183.8316604667,2.83537483215332
15,2,0.3,11262.7355200526,26271.4269231193,0.848146915435791
15,3,0.3,6361.66359769256,11998.2057555167,2.59823226928711
15,4,0.3,275.26427756702,463.797448979688,2.42596769332886
15,5,0.3,138.020045416769,246.872849129163,0.0824568271636963
15,6,0.3,100.733727795627,137.878002502391,0.025442361831665
15,7,0.3,96.1173602338246,132.228672986157,0.0214505195617676
15,8,0.3,110.183882025685,153.803446464401,0.021481990814209
15,9,0.3,117.635164976965,156.405579823328,0.0249006748199463
15,10,0.3,111.322743917544,152.113966289309,0.020066499710083
16,-25,0.3,120.65065981209,159.233788920164,0.0131800174713135
16,-24,0.3,113.654826753909,150.216675348931,0.012991189956665
16,-23,0.3,109.103282653303,161.381962083761,0.0131797790527344
16,-22,0.3,100.365519180472,138.92264531539,0.0132412910461426
16,-21,0.3,95.7953093791658,123.472878920088,0.0135817527770996
16,-20,0.3,100.650793604224,139.933414374303,0.0162360668182373
16,-19,0.3,109.17809926828,147.654770701458,0.0150558948516846
16,-18,0.3,98.2242622475251,134.100582151132,0.0168344974517822
16,-17,0.3,104.479307389926,136.469377256899,0.0180790424346924
16,-16,0.3,97.1742259675386,130.822405599766,0.0209720134735107
16,-15,0.3,101.540783234034,154.762947636019,0.0249459743499756
16,-14,0.3,101.599289126831,128.945317531622,0.0387792587280273
16,-13,0.3,97.5875556203746,132.467006736547,0.0538110733032227
16,-12,0.3,84.4851957936645,110.92621020529,0.0757958889007568
16,-11,0.3,71.2499616031341,96.9775335054521,0.101176977157593
16,-10,0.3,68.5779076274256,97.5749605726249,0.216370820999146
16,-9,0.3,78.2889448802824,114.941400310255,0.447879552841187
16,-8,0.3,76.2856221839701,121.286620313979,0.823436737060547
16,-7,0.3,93.6034666642889,138.725469048628,0.864302158355713
16,-6,0.3,100.689243181544,152.636355584115,1.93315958976746
16,-5,0.3,106.571483443866,171.014858937591,4.16909384727478
16,-4,0.3,115.687331773763,177.528309240838,5.41332197189331
16,-3,0.3,148.463004420607,213.61668818708,5.51340746879578
16,-2,0.3,315.371691898235,660.801548678867,6.23638319969177
16,-1,0.3,1661.5193007267,3449.63189533992,6.30780100822449
16,0,0.3,2033.02950513495,5063.41424488659,6.47811913490295
16,1,0.3,5408.58837288304,11886.9599242293,4.10693502426147
16,2,0.3,15563.2496331999,30219.0933948755,1.46426582336426
16,3,0.3,12398.1409820476,25391.0959994723,6.48114275932312
16,4,0.3,757.968314568763,1221.46515284197,2.6481192111969
16,5,0.3,133.37774429476,193.290920379857,0.0809891223907471
16,6,0.3,96.7491094558223,137.56809441056,0.0248396396636963
16,7,0.3,99.2388636734857,136.135080370176,0.021376371383667
16,8,0.3,106.918925278034,148.727743686951,0.0215587615966797
16,9,0.3,114.403411743579,160.663917908201,0.0200793743133545
16,10,0.3,125.155577196412,165.706158335655,0.0190985202789307
17,-25,0.3,112.751826148724,149.56584129478,0.0129480361938477
17,-24,0.3,101.117942112957,144.758361576062,0.0152819156646729
17,-23,0.3,96.7529377270528,143.527284183619,0.0135233402252197
17,-22,0.3,103.00906450567,147.573565100905,0.0133357048034668
17,-21,0.3,96.4927241157007,141.073556786696,0.0141217708587646
17,-20,0.3,98.3534706791364,125.96669984239,0.0154743194580078
17,-19,0.3,102.575242849273,138.210357373934,0.0168025493621826
17,-18,0.3,91.5234514141937,117.608640985084,0.020035982131958
17,-17,0.3,101.496455799769,127.324631704667,0.0205519199371338
17,-16,0.3,107.741246036395,142.216326822318,0.0260777473449707
17,-15,0.3,102.629529308784,131.965102095261,0.0312213897705078
17,-14,0.3,99.5904064701028,134.84163627665,0.0576150417327881
17,-13,0.3,94.9493687302175,121.870418911783,0.105143308639526
17,-12,0.3,71.7238084144055,106.647179911201,0.134414672851562
17,-11,0.3,67.8671427604018,99.3587207760146,0.203078031539917
17,-10,0.3,72.7558047057332,104.89233954546,0.368256092071533
17,-9,0.3,86.64393400233,126.36070220969,0.714696884155273
17,-8,0.3,78.9658522845823,105.355370235973,1.43820071220398
17,-7,0.3,88.9280370892849,142.599650725572,1.59921026229858
17,-6,0.3,104.831186213161,162.170296822345,5.1352334022522
17,-5,0.3,100.074264114915,136.494866723206,9.50260257720947
17,-4,0.3,146.758901908525,234.111289742965,9.4144012928009
17,-3,0.3,134.314720757141,188.788125660126,9.75742864608765
