"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"hjn.2",14,-1,0,7.25185775756836,8.35866990386316
"hjn.2",15,-1,0,5.88421082496643,8.50797175902713
"hjn.2",24.99999,-0.9,0,10.0903193950653,9.37149208007801
"hjn.2",8.1,-1,0.01,4.11218667030334,9.19646318703654
"hjn.2",11.01,-0.98,0.02,4.74977087974548,8.40743832774524
"hjn.2",10.003,-1,0,5.17594075202942,8.45842506068801
"hjn.2",9,-1,0,4.20713043212891,9.30307429247178
"hjn.2",13,-1,0,5.64288568496704,8.38417435659847
"hjn.2",4.9,-0.91,0,3.62186527252197,10.0298546334516
"hjn.2",29,-1,0,9.76600646972656,7.92933850892941
