"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"ffa.2",736.517901315866,-3,0,52.2580094337463,12.7224651721133
"ffa.2",292.964744095132,-2,0,41.6485164165497,16.1266831807456
"ffa.2",422.356264251797,-2,0,28.0102288722992,20.7113171643044
"ffa.2",118.227489311527,-2,0,16.2760300636292,9.54210524199699
"ffa.2",349.757673183083,-3,0,20.4813504219055,12.5507900713439
"ffa.2",828.940373066394,-3,0,78.5120847225189,20.4867981104975
"ffa.2",31.6921681581531,-3,0,5.16914987564087,13.8304893255101
"ffa.2",749.517682004627,-3,0,43.4009885787964,12.4427627052247
"ffa.2",724.611553053278,-2,0,47.3336672782898,13.205951817406
"ffa.2",789.255043562688,-4,0,22.6021461486816,19.7528539563509
