"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"sca.1",168.375430603046,-2,0,4.84574699401855,22.9172849232119
"sca.1",499.35124228209,-4,0,1.82581996917725,13.1460026555487
"sca.1",34.1027823589115,-4,0,5.16314578056335,20.1951610563486
"sca.1",1021.85968902123,-4,0,3.26250910758972,26.2148673021668
"sca.1",244.615147471496,-2,0,6.61091494560242,17.7733840864453
"sca.1",1005.5028059474,-3,0,8.34796357154846,11.8406922631626
"sca.1",522.239479667361,-3,0,4.43342280387878,38.1102791776015
"sca.1",343.496733697811,-4,0,3.15968346595764,13.2255318478697
"sca.1",33.3340489589529,-2,0,3.74887013435364,19.9537009723544
"sca.1",303.88110366622,-3,0,4.85968852043152,25.4533488872525
