"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"bobyqa.1",2.00932581021392,-4.89859035428026,0.403322974992184,0.984742403030396,46.3476162088821
"bobyqa.1",2.01553694715312,-5.08554059727261,0.346604347985027,0.401057004928589,38.9859402087946
"bobyqa.1",1.93516955229731,-5.01853600195043,0.369676424635268,0.268170595169067,38.9786555215339
"bobyqa.1",2.08598860762678,-5.04810267176622,0.286708137330524,0.310726404190063,38.7313624652146
"bobyqa.1",2.10011605535601,-4.9977402025401,0.413959937198804,0.315278768539429,44.3249862945006
"bobyqa.1",2.11831029926748,-5.00232858385183,0.301713477283783,0.264958620071411,33.3622016947221
"bobyqa.1",2.10364862974423,-4.99844268104169,0.374771883525912,0.271968364715576,42.1359484782631
"bobyqa.1",2.0235299766128,-4.83552500650046,0.239752809886807,0.316749811172485,33.3065296640991
"bobyqa.1",2,-4.9,0.4,0.240741491317749,39.0353382997191
"bobyqa.1",2.01299751383844,-4.98929417970996,0.41190008619008,0.233445644378662,38.1626176725925
