"Cost","Gamma","Epsilon","MSE","MSE_UCL","Time"
2,-7,0.2,0.0381133477530286,0.0563863685613407,0.830801963806152
2,-6,0.2,0.0236331516259939,0.0494659025435324,0.0171315670013428
2,-5,0.2,0.0208492833711016,0.02999940198823,0.0143439769744873
2,-4,0.2,0.0222919612969551,0.0320443459037903,0.0140476226806641
2,-3,0.2,0.0322147968043804,0.0497148041495936,0.0144474506378174
2,-2,0.2,0.0384479067541905,0.0511813388354192,0.0161182880401611
2,-1,0.2,0.0680063513000425,0.102503200250668,0.0137031078338623
2,0,0.2,0.091254973280368,0.140826975356065,0.0139248371124268
2,1,0.2,0.127562755451619,0.200486790838362,0.0145211219787598
2,2,0.2,0.153388359033445,0.217337541352348,0.0145554542541504
2,3,0.2,0.177050869178411,0.284283829787994,0.0169532299041748
2,4,0.2,0.175179531633037,0.284035924611727,0.0154740810394287
2,5,0.2,0.17817042839127,0.289653870345708,0.0159311294555664
2,6,0.2,0.173364657676133,0.259088918601488,0.0155246257781982
2,7,0.2,0.177635459585385,0.274703347745514,0.0179784297943115
2,8,0.2,0.193589930229672,0.299796094521546,0.0163135528564453
2,9,0.2,0.176779656136805,0.263305685642251,0.0163497924804688
2,10,0.2,0.1774952619423,0.29997941359098,0.0159242153167725
3,-25,0.2,0.181214980223071,0.264317956149029,0.0130422115325928
3,-24,0.2,0.181178470513714,0.287578933033345,0.015080451965332
3,-23,0.2,0.178278184246556,0.272519169288366,0.0128607749938965
3,-22,0.2,0.178656932169552,0.347425689980803,0.0128824710845947
3,-21,0.2,0.178756805471422,0.302208245899537,0.0128393173217773
3,-20,0.2,0.182895980879703,0.286006815576313,0.0148563385009766
3,-19,0.2,0.180212123241338,0.264943892651245,0.0129337310791016
3,-18,0.2,0.181200910601953,0.309421917951668,0.0129721164703369
3,-17,0.2,0.178945685467873,0.289839865665424,0.0127959251403809
3,-16,0.2,0.174005137794966,0.2931292354772,0.0129501819610596
3,-15,0.2,0.168423690387704,0.248118515623989,0.0148046016693115
3,-14,0.2,0.167301491709258,0.313863632038923,0.0127933025360107
3,-13,0.2,0.155255624414684,0.262711656034566,0.0128674507141113
3,-12,0.2,0.13414763265233,0.251914208161779,0.0128982067108154
3,-11,0.2,0.107809137416717,0.157750412667466,0.0151224136352539
3,-10,0.2,0.0734577718800108,0.0967356113860684,0.012946605682373
3,-9,0.2,0.0570237512104977,0.0958169844153004,0.0132186412811279
3,-8,0.2,0.0466895714964532,0.0679105596380232,0.0135877132415771
3,-7,0.2,0.0273678454848464,0.040060388898611,0.0162100791931152
3,-6,0.2,0.0186567207249592,0.0285990104472844,0.0148055553436279
3,-5,0.2,0.0213191511428121,0.0322885108067847,0.0134375095367432
3,-4,0.2,0.0225182117254602,0.0314265707143655,0.0139009952545166
3,-3,0.2,0.0260335538717671,0.0393003645355378,0.0141706466674805
3,-2,0.2,0.0380594090992869,0.0603749048121624,0.0155274868011475
3,-1,0.2,0.0621293661163617,0.0907566220427197,0.0135893821716309
3,0,0.2,0.0925080611759244,0.129423566582516,0.0136809349060059
3,1,0.2,0.132428284932962,0.206967132113235,0.0145752429962158
3,2,0.2,0.154517236744621,0.220564853251821,0.0164306163787842
3,3,0.2,0.167712653313905,0.265934177052112,0.0148701667785645
3,4,0.2,0.184636992721931,0.297087943372513,0.015169620513916
3,5,0.2,0.183100915640659,0.307472438155745,0.0160517692565918
3,6,0.2,0.186791502895978,0.276339756109099,0.015683650970459
3,7,0.2,0.175133185271402,0.304550969811634,0.017974853515625
3,8,0.2,0.183962101967482,0.256962259863572,0.0162644386291504
3,9,0.2,0.174684590279312,0.266120582812169,0.0164303779602051
3,10,0.2,0.186399684129343,0.298694233314024,0.0163307189941406
4,-25,0.2,0.176748496301075,0.273621295267515,0.0152907371520996
4,-24,0.2,0.177160093105287,0.244912782608434,0.0130405426025391
4,-23,0.2,0.180974190898907,0.286631340628033,0.0129523277282715
4,-22,0.2,0.180136932851606,0.264100706733108,0.012819766998291
