"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"lbfgsb3.2",1.9954943865415,-5.0225280672925,0.40045056134585,685.936504840851,1180117268.15391
"lbfgsb3.2",2.02251663026324,-5.0001113499591,0.400017947060871,6608.67089343071,1173453310.78607
"lbfgsb3.2",2.04147625585103,-5.00020291710299,0.40000405834206,1713.36268520355,1192143554.66907
"lbfgsb3.2",1.77519183684844,-6.12404081575781,0.422394913286705,1493.5919418335,941001368.717737
"lbfgsb3.2",1.99748927949006,-4.98744639745029,0.400251072050994,1648.72474908829,1224625843.87411
"lbfgsb3.2",2.0006418119384,-5.00000313998013,0.39999974880159,8005.23003959656,1191033249.13403
"lbfgsb3.2",2.00000000001066,-5.00000000000005,0.399999999999996,6352.46735644341,1142834140.97897
"lbfgsb3.2",1.99997437991289,-4.99987196348986,0.40000268756606,1996.87799620628,1150494900.00342
"lbfgsb3.2",1.94293251936491,-5.28533740317546,0.377173007745963,1432.28864216805,1069158512.12066
"lbfgsb3.2",1.99998287301977,-4.99991436509877,0.399993149207844,2037.07392835617,1166877314.49826
