"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"pso.2",899.330390887801,-6,0,6925.23698329926,804993048.17016
"pso.2",621.483546038158,-7,0,5695.82786464691,847107419.622378
"pso.2",782.228135487996,-7,0,6067.82369303703,843403340.901606
"pso.2",788.425076026469,-6,0,7223.57126402855,918416952.383053
"pso.2",11.5546309020943,-6,0,7045.2478928566,836982128.915076
"pso.2",542.129311480559,-6,0,7438.47811627388,861436278.651512
"pso.2",597.333550485317,-6,0,7668.06889891624,984216642.45352
"pso.2",716.830362499692,-6,0,6269.36198043823,900696746.001874
"pso.2",163.775045081385,-6,0,6736.89438819885,889465654.171997
"pso.2",505.506014221029,-6,0,6996.37217760086,839251167.172241
