"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"da.1",390.776040615388,-6,0,240.016441822052,836722711.965765
"da.1",879.168884272442,-6,0,430.020577430725,805446604.332467
"da.1",309.76257321849,-7,0,553.852275133133,1101370604.62495
"da.1",664.004523857564,-6,0,395.636337041855,1000228991.94156
"da.1",593.035433620229,-6,0,487.441998958588,833112334.262206
"da.1",314.928341010618,-6,0,379.394329071045,899096076.875336
"da.1",935.285378050059,-6,0,395.737414836884,969868501.782908
"da.1",1,-7,0,513.811743021011,780546491.660789
"da.1",1,-7,0,378.253462314606,783180842.301138
"da.1",477.264440791475,-6,0,311.719622850418,816601655.17409
