"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"hjn.1",7,-7,0,424.748673200607,737713857.672293
"hjn.1",3.1,-6.1,0,457.656571626663,732646841.129453
"hjn.1",6,-7,1e-06,530.888383388519,731879811.430314
"hjn.1",4.99,-7,0,479.57879114151,742074221.670145
"hjn.1",2.91,-7.02,0.01,573.094806909561,731132497.868916
"hjn.1",3.2,-7,0.1,409.865809202194,715020418.93608
"hjn.1",7,-7.001,0,479.092437744141,728654961.407847
"hjn.1",2.1,-7.1,0,428.696713685989,732080300.911916
"hjn.1",1.999999,-7.0000001,0,471.673892736435,732026296.580171
"hjn.1",4,-6.99,1e-07,528.463053941727,721955506.205948
