"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"gwo.2",397.451792211497,-7,0,1753.20988154411,962625220.769576
"gwo.2",1.37910257996836,-7,0,825.477377891541,758469237.837723
"gwo.2",1.61180942140902,-7,0,1572.62866210938,753503758.729767
"gwo.2",284.708287440034,-6,0,1454.61281776428,815298982.968509
"gwo.2",500.15042281992,-7,0,1325.68198800087,869901922.988026
"gwo.2",349.358374573193,-6,0,1111.74427771568,844020333.147412
"gwo.2",47.9092039433319,-7,0,1150.6227145195,830499608.477612
"gwo.2",1024,-6,0,1734.0654528141,893775886.748477
"gwo.2",64.6137807216641,-6,0,870.705938100815,833605429.516123
"gwo.2",901.200045557579,-6,0,1645.06255030632,840471206.042403
