"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"spg.1",1.99950710224204,-4.99994731257826,0.399594647193076,12778.8834652901,1180793449.84853
"spg.1",1.99985951549856,-5.00069602048511,0.39995526633881,12446.6130640507,1176532061.95829
"spg.1",1.99989823232255,-5.00037688401482,0.39993815975862,12482.3265023232,1164210679.6462
"spg.1",1.99967550989725,-5.00080876463311,0.399894715078797,12480.7250881195,1178512124.20965
"spg.1",2.00569705701541,-4.99989261150168,0.399839031199403,13094.6578979492,1178923293.73863
"spg.1",2.00123499809711,-5.0017335414349,0.399300425250518,13166.0015025139,1178234741.34208
"spg.1",1.99995986506353,-5.00045629288045,0.399832005859102,12294.6803841591,1172643554.87833
"spg.1",2.0002565875106,-5.00001861497584,0.399974256706273,12490.1389136314,1170816209.60266
"spg.1",2.00051477468764,-5.00044321675883,0.399883799699673,12820.3263804913,1178506268.7079
"spg.1",2.00772226076431,-5.00115205963385,0.399588685736741,12714.8248078823,1177589826.57707
