"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"ffa.1",860.375558550749,-6,0,367.321327447891,968890613.788823
"ffa.1",874.250834993506,-8,0,668.935368299484,951918423.119076
"ffa.1",221.409882143838,-9,0,888.013272047043,904281567.181111
"ffa.1",877.485323206941,-8,0,558.226046323776,1276649787.57766
"ffa.1",528.515368883451,-6,0,619.998770475388,980201299.958586
"ffa.1",991.779080246249,-7,0,542.68316078186,874852628.388747
"ffa.1",904.01284545958,-6,0,371.314386367798,912685482.184633
"ffa.1",155.00050497558,-6,0,415.357735872269,946424802.10348
"ffa.1",112.261585008865,-7,0,315.462810993195,1268581902.42767
"ffa.1",922.273307963181,-9,0,401.231706380844,1492710005.09752
