"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"mfo.2",1,-7,0,1525.35053634644,767313675.678979
"mfo.2",5.29530872134954,-7,0,2058.07083487511,760443142.025894
"mfo.2",3.13006532143033,-7,0,1084.58150029182,742253136.735002
"mfo.2",1,-7,0,1257.64408373833,776737213.658896
"mfo.2",2.36624854513328,-7,0,1475.60853362083,739936819.637893
"mfo.2",1,-7,0,1478.84761619568,783098567.592403
"mfo.2",1018.88269796489,-7,0,1050.98069548607,856537236.251058
"mfo.2",1,-7,0,1543.9997279644,760540341.135652
"mfo.2",1,-7,0,1423.03522753716,754909485.040894
"mfo.2",1,-7,0,1192.76382732391,756841966.790777
