"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"hs.1",3.2250133601483,-6,0,582.195616483688,871423883.267618
"hs.1",862.453041027521,-6,0,368.970379114151,852439960.909941
"hs.1",766.742330420297,-7,0,1030.5373852253,886227367.637692
"hs.1",653.016663307685,-6,0,391.916908740997,798178321.059735
"hs.1",301.925461313047,-8,0,387.249548912048,877867107.526541
"hs.1",253.276594156632,-6,0,461.332339525223,832729836.240763
"hs.1",717.217797341593,-5,0,520.292508125305,904532015.331668
"hs.1",363.242817647755,-7,0,609.094624519348,1108324825.40668
"hs.1",183.114901078912,-7,0,515.838190078735,843192998.188079
"hs.1",226.650674188975,-6,0,451.030319690704,821233630.5447
