"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"sca.1",776.471739126288,-7,0,952.094678401947,844595402.518893
"sca.1",661.754084926355,-7,0,602.5482006073,1140930647.12227
"sca.1",118.184244277469,-6,0,497.440523386002,864227058.571917
"sca.1",614.339975762647,-8,0,629.486055850983,990936822.218467
"sca.1",1024,-7,0,859.51965045929,898979238.77824
"sca.1",1.3182022579682,-8,0,1275.24481320381,810817127.428396
"sca.1",873.507397236768,-6,0,1144.90803956985,943710410.313789
"sca.1",1,-7,0,796.857950687408,810282587.985019
"sca.1",4.17529508322017,-7,0,658.659402370453,761256627.796595
"sca.1",2.08734664286962,-6,0,709.670823574066,812657133.687812
