"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"nmkb.1",1.00915445234006,-6.55753237091692,2.90425064589095e-06,456.647036314011,758563403.817279
"nmkb.1",186.969757155836,-8.224185378806,0.110252505937698,394.144695281982,791776113.628509
"nmkb.1",4.59886069103646,-6.39777710625775,0.00017228407212222,540.399043560028,724344125.719812
"nmkb.1",1.2716897151194,-6.46910541161664,0.014518948459805,371.417588949203,741938729.95776
"nmkb.1",1.00001802091756,-6.6260305535796,0.0151085874087977,399.064814805984,770239507.885293
"nmkb.1",19.9567476351805,-9.99999787706405,0.00403010834788839,436.194477081299,893301973.998475
"nmkb.1",30.0278481626624,-9.9960219454768,0.161116128837846,343.113797426224,908800350.146528
"nmkb.1",10.7845262791882,-9.9832201571764,0.000279052185344908,442.294796466827,898674120.108117
"nmkb.1",12.188211519156,-9.99747181441644,0.17620490838188,205.986052751541,913875223.945435
"nmkb.1",5.2880763969105,-6.60633952940228,0.000959077608812503,519.28210568428,717240231.742163
