"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"sca.2",419.075419193037,-3,0,259.867138147354,8.63911262102909
"sca.2",52.0420555805935,-3,0,225.778382778168,7.46733525612903
"sca.2",983.320317034385,-4,0,304.609135150909,8.57872421581978
"sca.2",40.5738732871639,-4,0,177.589439153671,8.11742724808645
"sca.2",160.812881277104,-3,0,129.789378643036,8.13333134553311
"sca.2",359.861995795742,-4,0,190.606871604919,8.19682145159403
"sca.2",575.821958160676,-3,0,262.598323822021,7.87764372037878
"sca.2",11.2584478678927,-3,0,315.546217441559,7.14272413597928
"sca.2",39.3880203829271,-4,0,196.79287981987,8.0850001859196
"sca.2",1024,-3,0,107.114937067032,8.33003754967409
