"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"lbfgsb3.2",2,-5,0.4,72.3717257976532,13.5572987090893
"lbfgsb3.2",2.00302723398867,-5.00001481340893,0.399998837464202,248.526600599289,13.2452744254751
"lbfgsb3.2",1.99999999477124,-5.00000002614378,0.399999997908498,76.5740764141083,13.1823321941544
"lbfgsb3.2",1.99720279574728,-5.01703829876944,0.39473479290205,139.830048561096,13.2107330126114
"lbfgsb3.2",1.99843865170732,-4.9925927087447,0.399754210336683,70.8737587928772,13.1739819871661
"lbfgsb3.2",2.00021669976661,-5.00000106017498,0.399999915186001,231.661499023438,13.0623967711351
"lbfgsb3.2",2.00103165201571,-5.00000504722121,0.399999596222303,264.456376314163,13.2411528603724
"lbfgsb3.2",1.99872569712162,-5.00471211011313,0.398094080202113,100.644192934036,12.9649701144776
"lbfgsb3.2",2.00149068423944,-4.99999443776922,0.399998124858841,83.457884311676,12.8689996967681
"lbfgsb3.2",1.99905587680625,-4.99510461671491,0.399400620405993,76.6752605438232,13.3373633916592
