"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"woa.2",123.886742080359,-5,0,352.52395939827,8.39779025060959
"woa.2",861.156815884794,-3,0,274.105919361115,7.64137773756789
"woa.2",362.660579476863,-6,0,433.623931884766,8.87345576021057
"woa.2",25.7095021932048,-5,0,80.5902805328369,8.92372514342529
"woa.2",604.260964504455,-5,0,235.473615646362,10.592757626006
"woa.2",244.380149229489,-3,0,183.08633518219,7.57983805179649
"woa.2",737.018635357399,-4,0,203.04046869278,8.57349804892638
"woa.2",112.923745184901,-6,0,49.318507194519,9.45747088014507
"woa.2",920.579578073197,-3,0,240.481288433075,8.30737801477256
"woa.2",651.762085883106,-4,0,232.666003227234,8.135912781275
