"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"hs.1",73.1066945244092,-4,0,65.6405227184296,8.64700534621365
"hs.1",519.621962767793,-3,0,22.1831285953522,10.2562092088158
"hs.1",52.338720352354,-4,0,55.8576924800873,9.27976844513099
"hs.1",818.269064578926,-3,0,70.932879447937,10.5060283900922
"hs.1",11.7219758487539,-3,0,23.3742280006409,9.56962631228448
"hs.1",299.32825017547,-6,0,99.4923031330109,9.86321495660153
"hs.1",938.581122810952,-4,0,49.6839156150818,9.4280520244816
"hs.1",41.9023455777904,-4,0,25.3503458499908,8.7830961704706
"hs.1",838.819456804078,-3,0,28.3000028133392,8.76029349451535
"hs.1",131.784379185352,-5,0,64.8795123100281,11.3903755737896
