"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"hjn.50",3,-4,0,2.07957434654236,17.2195733824047
"hjn.50",2.0000001,-5.199999,0.0999999,2.62494540214539,16.3779439312282
"hjn.50",8,-7,0.4,1.65555357933044,17.9527935996764
"hjn.50",2.0200001,-5.98,0,1.79506397247314,17.5660742007856
"hjn.50",3,-5,1e-06,1.3791880607605,16.073952710655
"hjn.50",5.1,-5.1,0,1.35043787956238,15.1196101729788
"hjn.50",1.1,-5,0,1.06368231773376,19.0984677313048
"hjn.50",3.01,-4.9,1e-05,1.76592087745667,15.8381967289458
"hjn.50",7,-6,0,1.34059238433838,15.8364575581107
"hjn.50",3,-4,0,1.22755837440491,14.2906376150887
