"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"optim.2",5.14283463713581,-4.64673625804419,0.411803743107677,49.7218067646027,10.5758049077821
"optim.2",16.300243208151,-4.13178496190172,0.296129376926713,64.5454387664795,8.79229516937546
"optim.2",1.98084188795532,-5.09579056022338,0.401915811204468,8.21790838241577,13.3585300158193
"optim.2",15.4223776304606,-2.39668665489286,0.152334302613992,102.428988456726,9.05896873655944
"optim.2",12.4555031388068,-4.6680315025584,0.159848481991901,45.7878315448761,9.37756249354824
"optim.2",8.34950682181153,-5.11115503109349,0.312677001241158,56.0772597789764,10.4455511546239
"optim.2",5.30403986668841,-4.7455491177169,0.43367270728363,39.122065782547,10.7233733752301
"optim.2",11.2604877536256,-4.73282697039386,0.316643045796922,50.2259345054626,8.77712170874752
"optim.2",7.57143605728688,-5.05646729019396,0.401129364331326,38.3299953937531,9.9985230816836
"optim.2",21.7853567663759,-3.31912045408526,0.265561147722936,80.2869532108307,8.49131657117873
