"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"ffa.1",711.145952608669,-4,0,44.000235080719,10.5889295017043
"ffa.1",903.859217138914,-3,0,71.4692537784576,13.8161674680233
"ffa.1",222.604181155143,-7,0,59.1081399917603,10.7459344081849
"ffa.1",531.577344651427,-3,0,39.4014205932617,11.1524248871181
"ffa.1",345.747798750456,-7,0,95.6090893745422,11.8245000221946
"ffa.1",482.708663453953,-3,0,45.0724430084229,12.9660480338173
"ffa.1",726.712520615803,-4,0,44.8872492313385,13.6886355963771
"ffa.1",7.13047559652478,-4,0,21.7904465198517,8.62456627507702
"ffa.1",724.248655640148,-7,0,197.096777915955,9.92182562397211
"ffa.1",211.953440378839,-3,0,61.3348000049591,8.66399888287569
