"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"bobyqa.1",499.999589404636,5,8,0.1,0.118571192326774,1819.94391083717
"bobyqa.1",499.994813642045,5,8,0.1,0.119728791136101,1700.80317425728
"bobyqa.1",500.002565689299,5,8,0.0996607138764676,0.118157764180585,1733.58553671837
"bobyqa.1",499.988072038164,5,8,0.099802,0.112948569538614,1891.78983426094
"bobyqa.1",500,5,8,0.1,0.116669422854308,1592.39251947403
"bobyqa.1",499.994155592453,5,8,0.1,0.113361997684802,1903.02548980713
"bobyqa.1",500.000741381116,5,8,0.0999503964155672,0.115346452786506,1651.66343545914
"bobyqa.1",499.999485138915,5,8,0.1,0.116421365966595,1689.3871178627
"bobyqa.1",500.001130610678,5,8,0.0995852720878758,0.114767653381842,1636.40935301781
"bobyqa.1",499.994263944319,5,8,0.1,0.118075078551348,1652.77919530869
