"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"hjn.2000",501,6,7,0.09,0.143352486625718,666.879615783691
"hjn.2000",501,7,5,0.1,0.137309292649098,605.692858934402
"hjn.2000",500,6,9,0.09,0.141866455319992,492.618319034576
"hjn.2000",500,5,8,0.09,0.14513572419259,289.267693281174
"hjn.2000",498,10,12,0.09,0.138597186447394,664.168234348297
"hjn.2000",507,9,12,0.1,0.140281355260551,679.564742326736
"hjn.2000",500,5,8,0.09,0.14612641172974,356.230841398239
"hjn.2000",502,7,10,0.1,0.137309292649098,511.992691278458
"hjn.2000",499,6,7,0.099,0.143154349118288,528.606920957565
"hjn.2000",502,6,8,0.09,0.13948880523083,440.715498924255
