"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"hjn.300",500,6,11,0.1,0.211124300491775,116.108140468597
"hjn.300",499,4,7,0.1,0.209258945226386,76.3902902603149
"hjn.300",502,5,9,0.09,0.212565711378667,150.197826147079
"hjn.300",500,5,8,0.09,0.207732745463795,96.8878130912781
"hjn.300",504,8,10,0.09,0.211802611497372,168.135464191437
"hjn.300",501,4,8,0.09,0.205443445819908,91.2271764278412
"hjn.300",501,5,8,0.0902,0.207139223333899,114.621493577957
"hjn.300",501,5,8,0.09,0.207902323215194,106.312763929367
"hjn.300",500,9,5,0.09,0.202645412921825,210.165907621384
"hjn.300",501,6,8,0.1,0.213244022384263,102.42308306694
