"NumTrees","MinNode","Shrinkage","IntDepth","Accuracy","Acc.LCL","Time"
9500,7,0.001,13,0.872746816603274,0.865649613329484,1856.78485107422
9500,8,0.001,13,0.872664130974037,0.869489425304669,1790.86181521416
9500,9,0.001,13,0.87183727468166,0.868764165540698,1797.11287856102
9500,10,0.001,13,0.871175789647759,0.867058695289971,1807.65706729889
9500,11,0.001,13,0.871671903423185,0.864212193772276,1955.54995989799
9500,12,0.001,13,0.872498759715561,0.870088868150143,1897.9532186985
9500,13,0.001,13,0.87183727468166,0.867850526467,1914.62187719345
9500,14,0.001,13,0.871341160906234,0.865839855392134,1933.53908848763
9500,15,0.001,13,0.869356705804531,0.860453765770882,1807.10591650009
10000,5,0.001,13,0.871671903423185,0.866942590783631,2004.0265390873
10000,6,0.001,13,0.8732429303787,0.866505810351185,2074.17441105843
10000,7,0.001,13,0.875062014221928,0.871226594118125,2074.07794618607
10000,8,0.001,13,0.872333388457086,0.869524550054871,2061.93228244781
10000,9,0.001,13,0.874731271704978,0.863793230382356,2077.31243991852
10000,10,0.001,13,0.873821729783364,0.864102352955937,2075.22942519188
10000,11,0.001,13,0.876302298660493,0.870308485943542,2078.92547059059
10000,12,0.001,13,0.870431618984621,0.865882917445818,2073.21193027496
10000,13,0.001,13,0.873490987266413,0.868161973834873,2071.68097662926
10000,14,0.001,13,0.872994873490987,0.863799033801656,2075.19373559952
10000,15,0.001,13,0.870266247726145,0.866474637143812,2087.50885176659
10500,5,0.001,13,0.875558127997354,0.869510279247952,2053.87516260147
10500,6,0.001,13,0.874896642963453,0.874723535853998,1966.09851503372
10500,7,0.001,13,0.875144699851166,0.872630251181856,1958.40747404099
10500,8,0.001,13,0.873573672895651,0.86658027209016,1962.76232767105
10500,9,0.001,13,0.873408301637175,0.865135767599111,1970.91862082481
10500,10,0.001,13,0.874235157929552,0.863194738780129,1980.36100649834
10500,11,0.001,13,0.875144699851166,0.86614281357466,1974.49452924728
10500,12,0.001,13,0.87183727468166,0.869436946520401,1973.51980781555
10500,13,0.001,13,0.873077559120225,0.865119887516629,1978.24131798744
10500,14,0.001,13,0.874152472300314,0.863741780733867,1992.75924110413
10500,15,0.001,13,0.873325616007938,0.871150409541874,1992.53627800941
11000,5,0.001,13,0.877542583099057,0.875988029149218,2060.61991405487
11000,6,0.001,13,0.878948238796097,0.872126685184511,2056.36185669899
11000,7,0.001,13,0.878700181908384,0.870498833309598,2053.95620441437
11000,8,0.001,13,0.876302298660493,0.866843419431566,2068.88255214691
11000,9,0.001,13,0.875475442368116,0.869620953483519,2056.56344032288
11000,10,0.001,13,0.874317843558789,0.866310521273224,2058.78905177116
11000,11,0.001,13,0.877873325616008,0.872257015524109,2053.67585873604
11000,12,0.001,13,0.874813957334215,0.871802868207173,2065.45496726036
11000,13,0.001,13,0.875723499255829,0.872261115867036,2062.41632294655
11000,14,0.001,13,0.876302298660493,0.869411346556144,2064.75545048714
11000,15,0.001,13,0.878121382503721,0.867655302520545,2077.14621806145
11500,5,0.001,13,0.877542583099057,0.87620971439962,2244.47373175621
11500,6,0.001,13,0.87886555316686,0.873885131565397,2329.88486266136
11500,7,0.001,13,0.876715726806681,0.874893738303882,2200.64503026009
11500,8,0.001,13,0.878038696874483,0.876634353612463,2141.4361269474
11500,9,0.001,13,0.878700181908384,0.875199440205627,2149.64495396614
11500,10,0.001,13,0.876550355548206,0.867994882637631,2155.96709728241
11500,11,0.001,13,0.877873325616008,0.868626700697014,2161.13767719269
11500,12,0.001,13,0.878286753762196,0.86963484747849,2155.50806665421
11500,13,0.001,13,0.87605424177278,0.868820159169921,2167.21068120003
11500,14,0.001,13,0.878121382503721,0.869192303503343,2164.47083115578
11500,15,0.001,13,0.879030924425335,0.873398304105044,2170.87880396843
12000,5,0.001,13,0.878452125020671,0.868465654564278,2233.53803086281
12000,6,0.001,13,0.878369439391434,0.876948035297583,2228.19332361221
12000,7,0.001,13,0.879278981313048,0.878383458465727,2231.49843430519
12000,8,0.001,13,0.877542583099057,0.86553919986966,2231.23618984222
12000,9,0.001,13,0.879609723829998,0.873128795090581,2256.09915733337
12000,10,0.001,13,0.879361666942285,0.861126912733311,2369.13857722282
12000,11,0.001,13,0.882503720853316,0.875687821862849,2430.52211999893
12000,12,0.001,13,0.878782867537622,0.872127851460227,2262.28497314453
12000,13,0.001,13,0.878782867537622,0.867141243271053,2407.83811998367
12000,14,0.001,13,0.881759550190177,0.877297091786262,2293.8395190239
12000,15,0.001,13,0.877956011245246,0.876096984191276,2260.46042776108
12500,5,0.001,13,0.880105837605424,0.877999993131818,2308.79667401314
12500,6,0.001,13,0.879692409459236,0.873896546375527,2321.64860415459
12500,7,0.001,13,0.881676864560939,0.875186314981003,2316.58641529083
12500,8,0.001,13,0.88060195138085,0.875505100871699,2339.62303972244
12500,9,0.001,13,0.881180750785514,0.87556898780493,2358.80761289597
12500,10,0.001,13,0.882090292707127,0.880210300193766,2332.58678722382
12500,11,0.001,13,0.88374400529188,0.880515062606629,2326.52983260155
12500,12,0.001,13,0.880767322639325,0.874639883438037,2334.47270560265
12500,13,0.001,13,0.879940466346949,0.871168465560036,2346.37504005432
12500,14,0.001,13,0.880271208863899,0.87704227692042,2338.94805955887
12500,15,0.001,13,0.880271208863899,0.875361284637486,2407.0751979351
13000,5,0.001,13,0.883247891516454,0.879537922927522,2396.43401384354
13000,6,0.001,13,0.881428807673226,0.875888857456544,2625.85832285881
13000,7,0.001,13,0.882503720853316,0.87785461352159,2663.35575866699
13000,8,0.001,13,0.881842235819415,0.878604356234845,2645.01398253441
13000,9,0.001,13,0.880436580122375,0.872482845675576,2424.79172492027
13000,10,0.001,13,0.879030924425335,0.868452837438212,2407.81168150902
13000,11,0.001,13,0.882255663965603,0.87031723390517,2413.73582291603
13000,12,0.001,13,0.882421035224078,0.874544445718467,2409.02667117119
13000,13,0.001,13,0.881346122043989,0.880462922119105,2413.31161212921
13000,14,0.001,13,0.879940466346949,0.874400293022694,2417.5473253727
13000,15,0.001,13,0.882834463370266,0.877628638844143,2437.60281562805
13500,5,0.001,13,0.881098065156276,0.870511075392301,2480.70477962494
13500,6,0.001,13,0.884488175955019,0.873628756780597,2507.24093937874
13500,7,0.001,13,0.886472631056722,0.880616204350182,2503.97053027153
13500,8,0.001,13,0.881924921448652,0.878167499310643,2425.51443600655
13500,9,0.001,13,0.883495948404167,0.876118696471162,2383.13585519791
13500,10,0.001,13,0.884901604101207,0.878800896144231,2409.07471823692
13500,11,0.001,13,0.882751777741029,0.876722616635753,2416.02920389175
13500,12,0.001,13,0.884074747808831,0.878780616944,2400.46179842949
13500,13,0.001,13,0.881594178931702,0.87957184306492,2458.99378180504
13500,14,0.001,13,0.884157433438069,0.877401423349683,2444.40987229347
13500,15,0.001,13,0.883082520257979,0.879941784474019,2462.07196736336
14000,5,0.001,13,0.882090292707127,0.881646868944493,2527.15123486519
14000,6,0.001,13,0.881180750785514,0.872338570443631,2532.30605149269
14000,7,0.001,13,0.885232346618158,0.880744606372661,2532.35163974762
