"Nu","Iter","Maxdepth","Accuracy","AccLCL","Time"
0.01,100,14,0.745192307692308,0.704138918079299,15.2505078315735
0.01,200,14,0.754807692307692,0.727595376125742,27.7452299594879
0.01,300,14,0.822115384615385,0.804031138648738,41.6833124160767
0.01,400,14,0.774038461538462,0.739225088048643,55.6932322978973
0.01,500,14,0.807692307692308,0.789664532997322,69.2699227333069
0.01,600,14,0.836538461538462,0.761489903557764,83.1884593963623
0.01,700,14,0.778846153846154,0.726966316259228,97.105082988739
0.01,800,14,0.817307692307692,0.726014231280605,111.010646104813
0.01,900,14,0.826923076923077,0.799415463990478,125.312019348145
0.01,1000,14,0.841346153846154,0.813777882169875,138.72863483429
0.01,1100,14,0.841346153846154,0.807340875494729,153.148508548737
0.01,1200,14,0.807692307692308,0.752411791438174,166.951785087585
0.01,1300,14,0.826923076923077,0.739543818961278,181.010202169418
0.01,1400,14,0.817307692307692,0.745548690258055,195.246168375015
0.1,100,14,0.807692307692308,0.714712246732684,14.1544868946075
0.1,200,14,0.836538461538462,0.810349819887445,27.5001058578491
0.1,300,14,0.802884615384615,0.690753064963283,41.5176315307617
0.1,400,14,0.836538461538462,0.810349819887445,55.5096120834351
0.1,500,14,0.850961538461538,0.81560272483859,69.5104837417603
0.1,600,14,0.855769230769231,0.840701790210955,83.596896648407
0.1,700,14,0.841346153846154,0.799216576530553,97.756133556366
0.1,800,14,0.860576923076923,0.809017567021927,112.079722166061
0.1,900,14,0.8125,0.714075094887973,126.621419668198
0.1,1000,14,0.850961538461538,0.740864248615821,140.542387962341
0.1,1100,14,0.850961538461538,0.824878619268274,154.44091129303
0.1,1200,14,0.841346153846154,0.826391546937584,168.484802722931
0.1,1300,14,0.841346153846154,0.826391546937584,182.833922863007
0.1,1400,14,0.846153846153846,0.826452281207167,196.341202020645
0.3,100,14,0.850961538461538,0.783621131344979,13.9095408916473
0.3,200,14,0.860576923076923,0.800656421898849,27.8175253868103
0.3,300,14,0.855769230769231,0.813554894763365,41.5446798801422
0.3,400,14,0.841346153846154,0.77572160389277,55.7256963253021
0.3,500,14,0.817307692307692,0.777888198757764,69.7891397476196
0.3,600,14,0.846153846153846,0.837350490077875,84.0910069942474
0.3,700,14,0.774038461538462,0.765457704584799,98.2091469764709
0.3,800,14,0.826923076923077,0.754274462426161,112.478343486786
0.3,900,14,0.875,0.82705577131134,127.025405168533
0.3,1000,14,0.855769230769231,0.78094386904721,141.230394363403
0.3,1100,14,0.846153846153846,0.768147475311258,155.119858026505
0.3,1200,14,0.865384615384615,0.818876597141666,169.388481855392
0.3,1300,14,0.870192307692308,0.843406487232574,183.504912376404
0.3,1400,14,0.870192307692308,0.825791488394386,198.309589862823
0.5,100,14,0.855769230769231,0.826659940587244,14.1834986209869
0.5,200,14,0.879807692307692,0.813730911100185,27.9857604503632
0.5,300,14,0.855769230769231,0.79557498308229,41.9184761047363
0.5,400,14,0.850961538461538,0.769254295897349,55.9013693332672
0.5,500,14,0.826923076923077,0.809141789209797,70.383894443512
0.5,600,14,0.860576923076923,0.818243229328343,84.7688357830048
0.5,700,14,0.841346153846154,0.823685300207039,98.9257791042328
0.5,800,14,0.855769230769231,0.806543720384577,112.999626159668
0.5,900,14,0.875,0.857501725327812,127.290077447891
0.5,1000,14,0.855769230769231,0.805533026616291,141.634904146194
0.5,1100,14,0.879807692307692,0.822084887849585,155.705591678619
0.5,1200,14,0.841346153846154,0.771171841188248,169.753596544266
0.5,1300,14,0.831730769230769,0.76869922974088,183.321231842041
0.5,1400,14,0.850961538461538,0.832761877185928,198.292217969894
0.7,100,14,0.802884615384615,0.715681749896422,14.1000611782074
0.7,200,14,0.850961538461538,0.840719340584451,28.1420044898987
0.7,300,14,0.836538461538462,0.810349819887445,42.0839166641235
0.7,400,14,0.846153846153846,0.792239253583857,55.994594335556
0.7,500,14,0.826923076923077,0.784136914808588,69.8278784751892
0.7,600,14,0.846153846153846,0.783467740391557,83.9783232212067
0.7,700,14,0.836538461538462,0.786755082987108,98.0571763515472
0.7,800,14,0.783653846153846,0.629719388995213,112.297924041748
0.7,900,14,0.860576923076923,0.823509738331359,126.753585338593
0.7,1000,14,0.841346153846154,0.814829537612146,141.064855575562
0.7,1100,14,0.841346153846154,0.800013375931455,154.688167572021
0.7,1200,14,0.846153846153846,0.811561622006604,168.322623729706
0.7,1300,14,0.850961538461538,0.840719340584451,182.5259745121
0.7,1400,14,0.855769230769231,0.839306812202368,196.210770368576
1,100,14,0.807692307692308,0.746453585097071,14.0770452022552
1,200,14,0.807692307692308,0.774065968970167,27.6798548698425
1,300,14,0.831730769230769,0.806949943464365,41.6701397895813
1,400,14,0.826923076923077,0.809141789209797,55.6826369762421
1,500,14,0.8125,0.797769961966399,69.7850303649902
1,600,14,0.826923076923077,0.730201446128495,83.9587411880493
1,700,14,0.836538461538462,0.78517404097077,98.0469071865082
1,800,14,0.836538461538462,0.767267135511542,112.227807760239
1,900,14,0.879807692307692,0.821419665118665,125.84504365921
1,1000,14,0.870192307692308,0.803723322992373,140.112772226334
1,1100,14,0.841346153846154,0.799216576530553,154.374642133713
1,1200,14,0.855769230769231,0.838228584930786,168.323309659958
1,1300,14,0.802884615384615,0.761800031447485,182.304816484451
1,1400,14,0.822115384615385,0.811708338035859,196.382423400879
0.01,100,16,0.774038461538462,0.730952004052498,13.7932934761047
0.01,200,16,0.769230769230769,0.712120012953278,27.7893762588501
0.01,300,16,0.783653846153846,0.756325024709351,41.1407730579376
0.01,400,16,0.774038461538462,0.742407700675983,54.9560747146606
0.01,500,16,0.826923076923077,0.731029513266933,69.0393524169922
0.01,600,16,0.778846153846154,0.67076441061331,82.9064960479736
0.01,700,16,0.788461538461538,0.74087274311385,97.4899342060089
0.01,800,16,0.836538461538462,0.788027590610478,111.944613456726
0.01,900,16,0.807692307692308,0.744087714949674,125.876414299011
0.01,1000,16,0.826923076923077,0.752141845932107,139.588114023209
