"Optimizer","Nu","Iter","Depth","Error","Time"
"hs.1",0.87223774343729,236,17,0.115384615384615,11643.0141382217
"hs.1",0.494009292917326,294,3,0.153846153846154,10530.0664200783
"hs.1",0.655532718868926,192,15,0.149038461538462,10963.8170802593
"hs.1",0.31861021197401,153,6,0.110576923076923,11768.1561641693
"hs.1",0.795275470707566,233,3,0.110576923076923,10085.2041702271
"hs.1",0.52281756765442,240,9,0.115384615384615,11407.7082469463
"hs.1",0.499469032511115,296,11,0.149038461538462,11920.2179181576
"hs.1",0.563607694581151,274,19,0.139423076923077,11663.6281065941
"hs.1",0.151448300445918,234,17,0.134615384615385,10311.227499485
"hs.1",0.318398446310312,236,15,0.158653846153846,10185.8019371033
