"Optimizer","Nu","Iter","Depth","Error","Time"
"goa.2",0.647433856928621,297,10,0.182692307692308,4083.19614672661
"goa.2",0.753558839925905,263,5,0.168269230769231,3653.2600440979
"goa.2",0.165195640580445,227,16,0.153846153846154,3160.56931114197
"goa.2",0.841593450090094,172,10,0.163461538461538,2487.64971470833
"goa.2",0.538438782688306,289,15,0.177884615384615,3994.70939302444
"goa.2",0.428293043206986,290,9,0.120192307692308,3998.92760753632
"goa.2",0.417445940441708,196,16,0.192307692307692,2800.45051503181
"goa.2",0.880875175374491,267,11,0.144230769230769,3677.41672992706
"goa.2",0.126446003178664,195,9,0.168269230769231,2696.69634509087
"goa.2",0.446730397759441,221,18,0.158653846153846,3017.47507667542
