"Optimizer","Nu","Iter","Depth","Error","Time"
"spg.1",0.000976563417969114,100,2,0.235576923076923,351.339353084564
"spg.1",0.00126408932725967,100,2,0.211538461538462,1045.53888201714
"spg.1",0.000692986560238714,100,2,0.245192307692308,682.17102766037
"spg.1",0.000544062273444041,100,2,0.201923076923077,2641.93571567535
"spg.1",0.00100445630523756,100,2,0.201923076923077,1425.67701983452
"spg.1",0.000720446777105273,100,2,0.221153846153846,504.204540967941
"spg.1",0.000795817647944078,100,2,0.221153846153846,2247.56853532791
"spg.1",0.000854597191312482,100,2,0.201923076923077,1130.57268452644
"spg.1",0.000488281655485874,100,2,0.230769230769231,623.115815401077
"spg.1",0.0011941541644343,100,2,0.216346153846154,398.406731843948
