"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"pso.1",4538.62798651937,10,9,0.001,4.64509878418862,13131.0444338322
"pso.1",964.210060173537,8,7,0.00752116845681493,4.56259870730139,12242.6899905205
"pso.1",201.809669591239,5,10,0.1,4.73314716835948,6974.58773899078
"pso.1",4874.78419678246,15,9,0.001,4.55133314657924,19171.2575700283
"pso.1",3948.65700320182,13,5,0.001,4.599584210076,16661.4244120121
"pso.1",1383.31266403198,4,8,0.0139010399388923,4.64846305394216,9903.42385864258
"pso.1",511.148890857119,8,9,0.0297860913168044,4.70219371409025,15156.8553171158
"pso.1",696.474648614414,8,8,0.00846972175920382,4.59218592977096,16417.2485995293
"pso.1",1762.80359801417,3,10,0.0157016171768773,4.57507141392659,8997.49957036972
"pso.1",1206.04652623693,6,5,0.0157310981492046,4.59029210393867,13079.8436820507
