"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"hjn.2",2003,8,7,0.01,4.5154375384473,13937.235023737
"hjn.2",2001,7,5,0.01,4.51247060508814,10288.6482419968
"hjn.2",1995,5,6,0.0101,4.51017049784432,11388.8801314831
"hjn.2",2000,8,5,0.0099,4.49371971845707,8196.4937953949
"hjn.2",2000,9,7,0.01,4.50494642099992,12677.9904439449
"hjn.2",1999.9,5,5,0.01,4.53030278618035,9562.50652241707
"hjn.2",2001,8,6,0.01,4.50725201503576,10875.0670616627
"hjn.2",2006.9,7,7,0.01,4.52077070399641,15734.2301793098
"hjn.2",1998.999,6,5,0.01,4.53170620637075,8467.31670975685
"hjn.2",1998.9,6,10,0.01,4.50540875420023,10606.8840923309
