"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"ffa.1",4796.98762364094,3,7,0.1,5.65032061395704,3323.45487546921
"ffa.1",1863.73192855981,2,6,0.001,6.19577991673046,1286.00643730164
"ffa.1",851.70813927399,3,8,0.001,6.97265770407835,1075.48422765732
"ffa.1",3345.76315336623,5,6,0.1,5.5860314835024,3480.97668719292
"ffa.1",3878.95579602518,15,5,0.0426124703828245,5.47168690019747,8780.48439478874
"ffa.1",715.837435585493,2,7,0.001,7.49237919916039,621.679836273193
"ffa.1",272.015920425439,11,9,0.001,8.24893588186531,756.97376537323
"ffa.1",4866.44524514531,1,10,0.001,5.99708178723957,1734.6726834774
"ffa.1",3115.63866580096,9,8,0.0901014393884689,5.62539432898965,5078.14277887344
"ffa.1",838.602775830543,6,5,0.001,6.46876015063595,1236.26050329208
