"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"bobyqa.2",2000.00520544755,8,5,0.0195034438766486,4.81651517069935,4187.67032670975
"bobyqa.2",1999.96350708182,8,5,0.0112943830622717,4.61934444250598,4062.74627399445
"bobyqa.2",1999.99726103548,8,5,0.00639638839743605,4.58112408173289,4065.87142515182
"bobyqa.2",2000.00919206091,8,5,0.0147001581715121,4.58569917708373,3932.27606511116
"bobyqa.2",1999.99797607241,8,5,0.0081208699414613,4.53630637943164,4184.1930232048
"bobyqa.2",2000.00282723485,8,5,0.00574771970685073,4.58882976380356,4646.01930642128
"bobyqa.2",2000,8,5,0.0208,4.72461950311539,3590.61590862274
"bobyqa.2",1999.97788460752,8,5,0.0220589555093115,4.75801747874981,4383.52837276459
"bobyqa.2",2000.00894566467,8,5,0.00540832494793281,4.54513979800777,3946.65441894531
"bobyqa.2",1999.99745125413,8,5,0.00430880726010117,4.62495952002627,4074.88575792313
